Column3,Column4,Column5
[lng]) VALUES ('M45','53.54734','-2.28829')
[lng]) VALUES ('M46','53.52601','-2.49031')
[lng]) VALUES ('M5','53.47903','-2.28482')
[lng]) VALUES ('M6','53.49159','-2.29696')
,,
[lng]) VALUES ('M60','53.48635','-2.22759')
[lng]) VALUES ('M7','53.50516','-2.26086')
[lng]) VALUES ('M8','53.50880','-2.23827')
[lng]) VALUES ('M9','53.52143','-2.21269')
[lng]) VALUES ('M90','53.36309','-2.27653')
[lng]) VALUES ('ME1','51.37216','0.50017')
[lng]) VALUES ('ME10','51.34258','0.73697')
[lng]) VALUES ('ME11','51.41247','0.74833')
[lng]) VALUES ('ME12','51.42282','0.80507')
[lng]) VALUES ('ME13','51.30275','0.89675')
[lng]) VALUES ('ME14','51.28043','0.54108')
[lng]) VALUES ('ME15','51.25450','0.53392')
[lng]) VALUES ('ME16','51.27414','0.49915')
[lng]) VALUES ('ME17','51.23484','0.61021')
[lng]) VALUES ('ME18','51.24426','0.42301')
[lng]) VALUES ('ME19','51.29307','0.41123')
[lng]) VALUES ('ME2','51.39136','0.48540')
[lng]) VALUES ('ME20','51.30467','0.45919')
[lng]) VALUES ('ME3','51.43322','0.54668')
[lng]) VALUES ('ME4','51.38050','0.53081')
,,
[lng]) VALUES ('ME5','51.34896','0.53338')
[lng]) VALUES ('ME6','51.32662','0.44170')
[lng]) VALUES ('ME7','51.37904','0.55660')
[lng]) VALUES ('ME8','51.36102','0.59870')
[lng]) VALUES ('ME9','51.33297','0.72491')
[lng]) VALUES ('MK1','52.00522','-0.72659')
[lng]) VALUES ('MK10','52.03908','-0.69792')
[lng]) VALUES ('MK11','52.05226','-0.84048')
[lng]) VALUES ('MK12','52.05741','-0.81555')
[lng]) VALUES ('MK13','52.05258','-0.78359')
[lng]) VALUES ('MK14','52.05955','-0.76152')
[lng]) VALUES ('MK15','52.05739','-0.72802')
[lng]) VALUES ('MK16','52.08879','-0.72129')
[lng]) VALUES ('MK17','51.99235','-0.70074')
[lng]) VALUES ('MK18','51.97972','-0.96904')
[lng]) VALUES ('MK19','52.07215','-0.85164')
[lng]) VALUES ('MK2','51.98991','-0.72411')
[lng]) VALUES ('MK3','51.99651','-0.75306')
[lng]) VALUES ('MK4','52.00397','-0.77762')
[lng]) VALUES ('MK40','52.13797','-0.47145')
,,
[lng]) VALUES ('MK41','52.15113','-0.44614')
[lng]) VALUES ('MK42','52.12002','-0.47352')
[lng]) VALUES ('MK43','52.11837','-0.55684')
[lng]) VALUES ('MK44','52.19402','-0.42563')
[lng]) VALUES ('MK45','52.02462','-0.46803')
[lng]) VALUES ('MK46','52.15411','-0.69165')
[lng]) VALUES ('MK5','52.02021','-0.78301')
[lng]) VALUES ('MK6','52.02967','-0.74193')
[lng]) VALUES ('MK7','52.01921','-0.68976')
[lng]) VALUES ('MK8','52.03570','-0.80300')
[lng]) VALUES ('MK9','52.04064','-0.75912')
[lng]) VALUES ('ML1','55.79943','-3.97512')
[lng]) VALUES ('ML10','55.68013','-4.06932')
[lng]) VALUES ('ML11','55.66661','-3.78555')
[lng]) VALUES ('ML12','55.56677','-3.59544')
[lng]) VALUES ('ML2','55.77706','-3.91179')
[lng]) VALUES ('ML3','55.77028','-4.05337')
[lng]) VALUES ('ML4','55.81846','-4.02078')
[lng]) VALUES ('ML5','55.85964','-4.03091')
[lng]) VALUES ('ML6','55.86704','-3.96257')
,,
[lng]) VALUES ('ML7','55.83008','-3.79303')
[lng]) VALUES ('ML8','55.73050','-3.84103')
[lng]) VALUES ('ML9','55.72496','-3.96658')
[lng]) VALUES ('N1','51.53717','-0.09652')
[lng]) VALUES ('N10','51.59368','-0.14325')
[lng]) VALUES ('N11','51.61338','-0.13812')
[lng]) VALUES ('N12','51.61487','-0.17561')
[lng]) VALUES ('N13','51.61910','-0.10176')
[lng]) VALUES ('N14','51.63392','-0.12860')
[lng]) VALUES ('N15','51.58190','-0.08166')
[lng]) VALUES ('N16','51.56290','-0.07525')
[lng]) VALUES ('N17','51.59791','-0.07088')
[lng]) VALUES ('N18','51.61309','-0.06446')
[lng]) VALUES ('N19','51.56464','-0.12712')
[lng]) VALUES ('N2','51.58957','-0.16797')
[lng]) VALUES ('N20','51.62923','-0.17359')
[lng]) VALUES ('N21','51.63612','-0.09816')
[lng]) VALUES ('N22','51.59944','-0.10980')
[lng]) VALUES ('N3','51.59984','-0.19210')
[lng]) VALUES ('N4','51.57052','-0.10090')
,,
[lng]) VALUES ('N5','51.55337','-0.09729')
[lng]) VALUES ('N6','51.57116','-0.14129')
[lng]) VALUES ('N7','51.55277','-0.11607')
[lng]) VALUES ('N8','51.58335','-0.11625')
[lng]) VALUES ('N9','51.62825','-0.05659')
[lng]) VALUES ('NE1','54.97262','-1.61097')
[lng]) VALUES ('NE10','54.94726','-1.55345')
[lng]) VALUES ('NE11','54.94123','-1.63157')
[lng]) VALUES ('NE12','55.02460','-1.56823')
[lng]) VALUES ('NE13','55.04642','-1.64469')
[lng]) VALUES ('NE15','54.98370','-1.72026')
[lng]) VALUES ('NE16','54.93240','-1.69096')
[lng]) VALUES ('NE17','54.91378','-1.81591')
[lng]) VALUES ('NE18','55.03787','-1.86072')
[lng]) VALUES ('NE19','55.17901','-2.09580')
[lng]) VALUES ('NE2','54.98698','-1.60458')
[lng]) VALUES ('NE20','55.05304','-1.78553')
[lng]) VALUES ('NE21','54.95764','-1.71888')
[lng]) VALUES ('NE22','55.13610','-1.58428')
[lng]) VALUES ('NE23','55.08037','-1.58173')
,,
[lng]) VALUES ('NE24','55.12238','-1.52013')
[lng]) VALUES ('NE25','55.04945','-1.48656')
[lng]) VALUES ('NE26','55.05201','-1.45679')
[lng]) VALUES ('NE27','55.03247','-1.51025')
[lng]) VALUES ('NE28','55.00015','-1.51846')
[lng]) VALUES ('NE29','55.01160','-1.46359')
[lng]) VALUES ('NE3','55.01043','-1.63250')
[lng]) VALUES ('NE30','55.02138','-1.44000')
[lng]) VALUES ('NE31','54.97136','-1.51100')
[lng]) VALUES ('NE32','54.96765','-1.48292')
[lng]) VALUES ('NE33','54.99077','-1.42792')
[lng]) VALUES ('NE34','54.97186','-1.42037')
[lng]) VALUES ('NE35','54.95227','-1.45970')
[lng]) VALUES ('NE36','54.94498','-1.43794')
[lng]) VALUES ('NE37','54.91300','-1.52574')
[lng]) VALUES ('NE38','54.89412','-1.52441')
[lng]) VALUES ('NE39','54.92357','-1.75813')
[lng]) VALUES ('NE4','54.97361','-1.64221')
[lng]) VALUES ('NE40','54.96584','-1.77193')
[lng]) VALUES ('NE41','54.97580','-1.81875')
,,
[lng]) VALUES ('NE42','54.96237','-1.85474')
[lng]) VALUES ('NE43','54.94804','-1.90475')
[lng]) VALUES ('NE44','54.94268','-1.97814')
[lng]) VALUES ('NE45','54.97683','-2.01563')
[lng]) VALUES ('NE46','54.97948','-2.10626')
[lng]) VALUES ('NE47','54.92894','-2.25127')
[lng]) VALUES ('NE48','55.13114','-2.25724')
[lng]) VALUES ('NE49','54.96698','-2.45927')
[lng]) VALUES ('NE5','54.99621','-1.68735')
[lng]) VALUES ('NE6','54.97695','-1.56405')
[lng]) VALUES ('NE61','55.18045','-1.68905')
[lng]) VALUES ('NE62','55.16129','-1.59187')
[lng]) VALUES ('NE63','55.17736','-1.56187')
[lng]) VALUES ('NE64','55.18437','-1.51467')
[lng]) VALUES ('NE65','55.31270','-1.75104')
[lng]) VALUES ('NE66','55.42858','-1.73135')
[lng]) VALUES ('NE67','55.53363','-1.69260')
[lng]) VALUES ('NE68','55.57398','-1.65739')
[lng]) VALUES ('NE69','55.60468','-1.71586')
[lng]) VALUES ('NE7','54.99947','-1.57788')
,,
[lng]) VALUES ('NE70','55.59409','-1.81591')
[lng]) VALUES ('NE71','55.55558','-2.04439')
[lng]) VALUES ('NE8','54.95552','-1.60333')
[lng]) VALUES ('NE9','54.93118','-1.58328')
[lng]) VALUES ('NE99','54.96723','-1.61259')
[lng]) VALUES ('NG1','52.95400','-1.14700')
[lng]) VALUES ('NG10','52.90005','-1.28187')
[lng]) VALUES ('NG11','52.89934','-1.17335')
[lng]) VALUES ('NG12','52.91104','-1.05415')
[lng]) VALUES ('NG13','52.94767','-0.92087')
[lng]) VALUES ('NG14','53.01519','-1.03696')
[lng]) VALUES ('NG15','53.04519','-1.20338')
[lng]) VALUES ('NG16','53.02688','-1.29319')
[lng]) VALUES ('NG17','53.11569','-1.26035')
[lng]) VALUES ('NG18','53.13766','-1.18373')
[lng]) VALUES ('NG19','53.15933','-1.19678')
[lng]) VALUES ('NG2','52.93500','-1.13100')
[lng]) VALUES ('NG20','53.20958','-1.18386')
[lng]) VALUES ('NG21','53.14069','-1.10443')
[lng]) VALUES ('NG22','53.17826','-0.97046')
,,
[lng]) VALUES ('NG23','53.11553','-0.80012')
[lng]) VALUES ('NG24','53.06966','-0.79841')
[lng]) VALUES ('NG25','53.07294','-0.95506')
[lng]) VALUES ('NG3','52.96735','-1.12887')
[lng]) VALUES ('NG31','52.91420','-0.63910')
[lng]) VALUES ('NG32','52.94939','-0.64991')
[lng]) VALUES ('NG33','52.81819','-0.57829')
[lng]) VALUES ('NG34','52.98753','-0.39096')
[lng]) VALUES ('NG4','52.97062','-1.08561')
[lng]) VALUES ('NG5','52.99713','-1.14317')
[lng]) VALUES ('NG6','52.99746','-1.19085')
[lng]) VALUES ('NG7','52.95779','-1.17521')
[lng]) VALUES ('NG8','52.96434','-1.21231')
[lng]) VALUES ('NG9','52.92583','-1.23533')
[lng]) VALUES ('NN1','52.24154','-0.88682')
[lng]) VALUES ('NN10','52.29150','-0.59668')
[lng]) VALUES ('NN11','52.24033','-1.17833')
[lng]) VALUES ('NN12','52.12744','-0.99778')
[lng]) VALUES ('NN13','52.03240','-1.14715')
[lng]) VALUES ('NN14','52.40948','-0.69145')
,,
[lng]) VALUES ('NN15','52.38446','-0.70542')
[lng]) VALUES ('NN16','52.40531','-0.72098')
[lng]) VALUES ('NN17','52.50026','-0.68876')
[lng]) VALUES ('NN18','52.47986','-0.71440')
[lng]) VALUES ('NN2','52.26230','-0.89509')
[lng]) VALUES ('NN29','52.25990','-0.66362')
[lng]) VALUES ('NN3','52.26182','-0.84528')
[lng]) VALUES ('NN4','52.21645','-0.89623')
[lng]) VALUES ('NN5','52.24732','-0.92916')
[lng]) VALUES ('NN6','52.32208','-0.94350')
[lng]) VALUES ('NN7','52.20954','-0.92714')
[lng]) VALUES ('NN8','52.30254','-0.69754')
[lng]) VALUES ('NN9','52.33288','-0.59831')
[lng]) VALUES ('NP10','51.57943','-3.04497')
[lng]) VALUES ('NP11','51.64249','-3.13025')
[lng]) VALUES ('NP12','51.66880','-3.19743')
[lng]) VALUES ('NP13','51.73412','-3.13977')
[lng]) VALUES ('NP15','51.72552','-2.88616')
[lng]) VALUES ('NP16','51.64951','-2.68808')
[lng]) VALUES ('NP18','51.60637','-2.94305')
,,
[lng]) VALUES ('NP19','51.58913','-2.96290')
[lng]) VALUES ('NP20','51.59057','-3.00480')
[lng]) VALUES ('NP22','51.77070','-3.25665')
[lng]) VALUES ('NP23','51.78482','-3.19615')
[lng]) VALUES ('NP24','51.71964','-3.23786')
[lng]) VALUES ('NP25','51.80307','-2.72232')
[lng]) VALUES ('NP26','51.59051','-2.77669')
[lng]) VALUES ('NP4','51.71882','-3.04528')
[lng]) VALUES ('NP44','51.65064','-3.02637')
[lng]) VALUES ('NP7','51.82884','-3.00864')
[lng]) VALUES ('NP8','51.85996','-3.14586')
[lng]) VALUES ('NR1','52.62671','1.31012')
[lng]) VALUES ('NR10','52.73642','1.24582')
[lng]) VALUES ('NR11','52.84173','1.27596')
[lng]) VALUES ('NR12','52.75971','1.47144')
[lng]) VALUES ('NR13','52.63372','1.47327')
[lng]) VALUES ('NR14','52.56445','1.38070')
[lng]) VALUES ('NR15','52.50639','1.27010')
[lng]) VALUES ('NR16','52.47600','1.06162')
[lng]) VALUES ('NR17','52.51544','0.99655')
,,
[lng]) VALUES ('NR18','52.57095','1.11105')
[lng]) VALUES ('NR19','52.67542','0.92907')
[lng]) VALUES ('NR2','52.63010','1.28524')
[lng]) VALUES ('NR20','52.72449','0.98124')
[lng]) VALUES ('NR21','52.84097','0.85257')
[lng]) VALUES ('NR22','52.89366','0.86793')
[lng]) VALUES ('NR23','52.94872','0.85966')
[lng]) VALUES ('NR24','52.85851','1.05135')
[lng]) VALUES ('NR25','52.91969','1.08541')
[lng]) VALUES ('NR26','52.93511','1.21602')
[lng]) VALUES ('NR27','52.92467','1.30157')
[lng]) VALUES ('NR28','52.82203','1.40068')
[lng]) VALUES ('NR29','52.69260','1.63932')
[lng]) VALUES ('NR3','52.64332','1.29511')
[lng]) VALUES ('NR30','52.61874','1.72926')
[lng]) VALUES ('NR31','52.57614','1.71087')
[lng]) VALUES ('NR32','52.48903','1.73448')
[lng]) VALUES ('NR33','52.45441','1.71976')
[lng]) VALUES ('NR34','52.43791','1.58442')
[lng]) VALUES ('NR35','52.46125','1.43463')
,,
[lng]) VALUES ('NR4','52.61357','1.26479')
[lng]) VALUES ('NR5','52.64050','1.23427')
[lng]) VALUES ('NR6','52.66074','1.28310')
[lng]) VALUES ('NR7','52.65063','1.33521')
[lng]) VALUES ('NR8','52.67798','1.21188')
[lng]) VALUES ('NR9','52.63574','1.10973')
[lng]) VALUES ('NW1','51.53252','-0.14286')
[lng]) VALUES ('NW10','51.53951','-0.24641')
[lng]) VALUES ('NW11','51.57831','-0.19584')
[lng]) VALUES ('NW2','51.55797','-0.21829')
[lng]) VALUES ('NW3','51.55184','-0.17093')
[lng]) VALUES ('NW4','51.58682','-0.22294')
[lng]) VALUES ('NW5','51.55139','-0.14209')
[lng]) VALUES ('NW6','51.54142','-0.19442')
[lng]) VALUES ('NW7','51.61488','-0.23484')
[lng]) VALUES ('NW8','51.53117','-0.17175')
[lng]) VALUES ('NW9','51.58640','-0.25472')
[lng]) VALUES ('OL1','53.54944','-2.10566')
[lng]) VALUES ('OL10','53.59064','-2.22211')
[lng]) VALUES ('OL11','53.60600','-2.17382')
,,
[lng]) VALUES ('OL12','53.63567','-2.16487')
[lng]) VALUES ('OL13','53.70034','-2.20299')
[lng]) VALUES ('OL14','53.71395','-2.09850')
[lng]) VALUES ('OL15','53.64384','-2.09985')
[lng]) VALUES ('OL16','53.61234','-2.13152')
[lng]) VALUES ('OL2','53.57191','-2.10874')
[lng]) VALUES ('OL3','53.55309','-2.00906')
[lng]) VALUES ('OL4','53.54228','-2.07244')
[lng]) VALUES ('OL5','53.51712','-2.03771')
[lng]) VALUES ('OL6','53.49372','-2.08593')
[lng]) VALUES ('OL7','53.49011','-2.10552')
[lng]) VALUES ('OL8','53.52606','-2.11616')
[lng]) VALUES ('OL9','53.53952','-2.14186')
[lng]) VALUES ('OX1','51.74451','-1.25978')
[lng]) VALUES ('OX10','51.60781','-1.12625')
[lng]) VALUES ('OX11','51.59965','-1.24626')
[lng]) VALUES ('OX12','51.59437','-1.42537')
[lng]) VALUES ('OX13','51.67849','-1.34765')
[lng]) VALUES ('OX14','51.66728','-1.27550')
[lng]) VALUES ('OX15','52.03219','-1.40666')
,,
[lng]) VALUES ('OX16','52.06241','-1.34061')
[lng]) VALUES ('OX17','52.07291','-1.28938')
[lng]) VALUES ('OX18','51.76232','-1.59134')
[lng]) VALUES ('OX2','51.76440','-1.27685')
[lng]) VALUES ('OX20','51.85659','-1.35814')
[lng]) VALUES ('OX25','51.90067','-1.21216')
[lng]) VALUES ('OX26','51.90114','-1.15109')
[lng]) VALUES ('OX27','51.93709','-1.14751')
[lng]) VALUES ('OX28','51.78529','-1.48675')
[lng]) VALUES ('OX29','51.79403','-1.43154')
[lng]) VALUES ('OX3','51.76131','-1.21458')
[lng]) VALUES ('OX33','51.75813','-1.14653')
[lng]) VALUES ('OX39','51.70045','-0.91317')
[lng]) VALUES ('OX4','51.72984','-1.21513')
[lng]) VALUES ('OX44','51.70046','-1.13025')
[lng]) VALUES ('OX49','51.64996','-0.99967')
[lng]) VALUES ('OX5','51.82917','-1.28016')
[lng]) VALUES ('OX6','51.90845','-1.16695')
[lng]) VALUES ('OX7','51.91135','-1.52747')
[lng]) VALUES ('OX8','51.78964','-1.45480')
,,
[lng]) VALUES ('OX9','51.73794','-0.98180')
[lng]) VALUES ('PA1','55.84457','-4.41674')
[lng]) VALUES ('PA10','55.83375','-4.55184')
[lng]) VALUES ('PA11','55.85649','-4.58210')
[lng]) VALUES ('PA12','55.79540','-4.62273')
[lng]) VALUES ('PA13','55.89235','-4.62927')
[lng]) VALUES ('PA14','55.92757','-4.66368')
[lng]) VALUES ('PA15','55.94279','-4.74802')
[lng]) VALUES ('PA16','55.94351','-4.79613')
[lng]) VALUES ('PA17','55.86512','-4.88162')
[lng]) VALUES ('PA18','55.88928','-4.88661')
[lng]) VALUES ('PA19','55.95280','-4.82244')
[lng]) VALUES ('PA2','55.82896','-4.43334')
[lng]) VALUES ('PA20','55.83482','-5.05670')
[lng]) VALUES ('PA21','55.90186','-5.24762')
[lng]) VALUES ('PA22','55.97074','-5.15720')
[lng]) VALUES ('PA23','55.95474','-4.93154')
[lng]) VALUES ('PA24','56.15675','-4.90504')
[lng]) VALUES ('PA25','56.21553','-5.04017')
[lng]) VALUES ('PA26','56.25758','-4.93690')
,,
[lng]) VALUES ('PA27','56.15422','-5.08365')
[lng]) VALUES ('PA28','55.43603','-5.60305')
[lng]) VALUES ('PA29','55.80476','-5.47741')
[lng]) VALUES ('PA3','55.85205','-4.44757')
[lng]) VALUES ('PA30','56.01330','-5.44799')
[lng]) VALUES ('PA31','56.05245','-5.46273')
[lng]) VALUES ('PA32','56.20284','-5.11658')
[lng]) VALUES ('PA33','56.36978','-5.05569')
[lng]) VALUES ('PA34','56.40210','-5.49931')
[lng]) VALUES ('PA35','56.40507','-5.22391')
[lng]) VALUES ('PA36','56.52032','-4.77019')
[lng]) VALUES ('PA37','56.46816','-5.38681')
[lng]) VALUES ('PA38','56.59186','-5.33433')
[lng]) VALUES ('PA4','55.87464','-4.39623')
[lng]) VALUES ('PA41','55.67470','-5.74115')
[lng]) VALUES ('PA42','55.63962','-6.18624')
[lng]) VALUES ('PA43','55.75590','-6.28324')
[lng]) VALUES ('PA44','55.79785','-6.29265')
[lng]) VALUES ('PA45','55.81932','-6.16560')
[lng]) VALUES ('PA46','55.86226','-6.11902')
,,
[lng]) VALUES ('PA47','55.68236','-6.50288')
[lng]) VALUES ('PA48','55.73797','-6.38332')
[lng]) VALUES ('PA49','55.78260','-6.39313')
[lng]) VALUES ('PA5','55.83105','-4.50854')
[lng]) VALUES ('PA6','55.86377','-4.53462')
[lng]) VALUES ('PA60','55.87979','-5.91287')
[lng]) VALUES ('PA61','56.07177','-6.20088')
[lng]) VALUES ('PA62','56.35932','-5.85014')
[lng]) VALUES ('PA63','56.38234','-5.71469')
[lng]) VALUES ('PA64','56.43838','-5.67471')
[lng]) VALUES ('PA65','56.46916','-5.72805')
[lng]) VALUES ('PA66','56.32913','-6.35382')
[lng]) VALUES ('PA67','56.31356','-6.23228')
[lng]) VALUES ('PA68','56.43624','-6.14202')
[lng]) VALUES ('PA69','56.38044','-6.08894')
[lng]) VALUES ('PA7','55.90944','-4.49919')
[lng]) VALUES ('PA70','56.36426','-6.03373')
[lng]) VALUES ('PA71','56.48108','-5.98112')
[lng]) VALUES ('PA72','56.51761','-5.96381')
[lng]) VALUES ('PA73','56.49693','-6.18279')
,,
[lng]) VALUES ('PA74','56.53313','-6.22911')
[lng]) VALUES ('PA75','56.61228','-6.12216')
[lng]) VALUES ('PA76','56.33403','-6.39324')
[lng]) VALUES ('PA77','56.49469','-6.88350')
[lng]) VALUES ('PA78','56.62454','-6.54449')
[lng]) VALUES ('PA8','55.90140','-4.45228')
[lng]) VALUES ('PA9','55.80948','-4.55184')
[lng]) VALUES ('PE1','52.58704','-0.23885')
[lng]) VALUES ('PE10','52.77693','-0.37650')
[lng]) VALUES ('PE11','52.80714','-0.16616')
[lng]) VALUES ('PE12','52.78328','0.02860')
[lng]) VALUES ('PE13','52.66895','0.13868')
[lng]) VALUES ('PE14','52.63884','0.21112')
[lng]) VALUES ('PE15','52.53589','0.08649')
[lng]) VALUES ('PE16','52.45379','0.05022')
[lng]) VALUES ('PE19','52.24203','-0.25840')
[lng]) VALUES ('PE2','52.56043','-0.26352')
[lng]) VALUES ('PE20','52.93200','-0.10136')
[lng]) VALUES ('PE21','52.97477','-0.02203')
[lng]) VALUES ('PE22','53.04826','0.04550')
,,
[lng]) VALUES ('PE23','53.17244','0.09181')
[lng]) VALUES ('PE24','53.16561','0.26804')
[lng]) VALUES ('PE25','53.15261','0.33616')
[lng]) VALUES ('PE26','52.45292','-0.11320')
[lng]) VALUES ('PE27','52.33361','-0.07572')
[lng]) VALUES ('PE28','52.35784','-0.18629')
[lng]) VALUES ('PE29','52.33345','-0.17848')
[lng]) VALUES ('PE3','52.58758','-0.27573')
[lng]) VALUES ('PE30','52.75978','0.41884')
[lng]) VALUES ('PE31','52.87538','0.56647')
[lng]) VALUES ('PE32','52.73016','0.62756')
[lng]) VALUES ('PE33','52.64814','0.46886')
[lng]) VALUES ('PE34','52.72450','0.33986')
[lng]) VALUES ('PE35','52.82530','0.51155')
[lng]) VALUES ('PE36','52.93600','0.50754')
[lng]) VALUES ('PE37','52.64414','0.69336')
[lng]) VALUES ('PE38','52.58977','0.37698')
[lng]) VALUES ('PE4','52.61262','-0.26589')
[lng]) VALUES ('PE5','52.57867','-0.34398')
[lng]) VALUES ('PE6','52.65562','-0.25531')
,,
[lng]) VALUES ('PE7','52.53877','-0.19801')
[lng]) VALUES ('PE8','52.52694','-0.44176')
[lng]) VALUES ('PE9','52.65422','-0.48012')
[lng]) VALUES ('PH1','56.42113','-3.47537')
[lng]) VALUES ('PH10','56.60845','-3.36046')
[lng]) VALUES ('PH11','56.63942','-3.23438')
[lng]) VALUES ('PH12','56.57551','-3.15253')
[lng]) VALUES ('PH13','56.53749','-3.27335')
[lng]) VALUES ('PH14','56.45299','-3.18614')
[lng]) VALUES ('PH15','56.60974','-3.94063')
[lng]) VALUES ('PH16','56.70697','-3.81003')
[lng]) VALUES ('PH17','56.68745','-4.38230')
[lng]) VALUES ('PH18','56.77410','-3.88855')
[lng]) VALUES ('PH19','56.93428','-4.25500')
[lng]) VALUES ('PH2','56.38691','-3.40439')
[lng]) VALUES ('PH20','57.05377','-4.15504')
[lng]) VALUES ('PH21','57.08834','-4.02169')
[lng]) VALUES ('PH22','57.19857','-3.80587')
[lng]) VALUES ('PH23','57.28761','-3.80028')
[lng]) VALUES ('PH24','57.25419','-3.74891')
,,
[lng]) VALUES ('PH25','57.26187','-3.64646')
[lng]) VALUES ('PH26','57.32980','-3.60464')
[lng]) VALUES ('PH3','56.30228','-3.70355')
[lng]) VALUES ('PH30','56.79185','-4.60020')
[lng]) VALUES ('PH31','56.89234','-4.81575')
[lng]) VALUES ('PH32','57.14424','-4.68275')
[lng]) VALUES ('PH33','56.82148','-5.11207')
[lng]) VALUES ('PH34','56.92574','-4.92676')
[lng]) VALUES ('PH35','57.07578','-4.93032')
[lng]) VALUES ('PH36','56.72124','-5.86584')
[lng]) VALUES ('PH38','56.84536','-5.74736')
[lng]) VALUES ('PH39','56.91265','-5.84124')
[lng]) VALUES ('PH4','56.26072','-3.78244')
[lng]) VALUES ('PH40','56.96381','-5.78560')
[lng]) VALUES ('PH41','57.00374','-5.83251')
[lng]) VALUES ('PH42','56.90217','-6.14094')
[lng]) VALUES ('PH43','57.01529','-6.28049')
[lng]) VALUES ('PH44','57.05693','-6.50319')
[lng]) VALUES ('PH49','56.67500','-5.10977')
[lng]) VALUES ('PH5','56.32927','-3.82770')
,,
[lng]) VALUES ('PH50','56.71451','-4.96427')
[lng]) VALUES ('PH6','56.37162','-3.99491')
[lng]) VALUES ('PH7','56.37332','-3.82657')
[lng]) VALUES ('PH8','56.56249','-3.59805')
[lng]) VALUES ('PH9','56.65112','-3.69152')
[lng]) VALUES ('PL1','50.37074','-4.15317')
[lng]) VALUES ('PL10','50.34537','-4.21106')
[lng]) VALUES ('PL11','50.37250','-4.25030')
[lng]) VALUES ('PL12','50.41932','-4.24830')
[lng]) VALUES ('PL13','50.35715','-4.47456')
[lng]) VALUES ('PL14','50.46351','-4.46460')
[lng]) VALUES ('PL15','50.63218','-4.39987')
[lng]) VALUES ('PL16','50.64562','-4.26757')
[lng]) VALUES ('PL17','50.51625','-4.30510')
[lng]) VALUES ('PL18','50.51523','-4.21899')
[lng]) VALUES ('PL19','50.55602','-4.15454')
[lng]) VALUES ('PL2','50.38856','-4.16242')
[lng]) VALUES ('PL20','50.50125','-4.09986')
[lng]) VALUES ('PL21','50.38566','-3.91748')
[lng]) VALUES ('PL22','50.40273','-4.65146')
,,
[lng]) VALUES ('PL23','50.33653','-4.63513')
[lng]) VALUES ('PL24','50.35461','-4.70925')
[lng]) VALUES ('PL25','50.34038','-4.77872')
[lng]) VALUES ('PL26','50.34196','-4.82520')
[lng]) VALUES ('PL27','50.52248','-4.87408')
[lng]) VALUES ('PL28','50.53366','-4.96651')
[lng]) VALUES ('PL29','50.58564','-4.82988')
[lng]) VALUES ('PL3','50.38744','-4.12578')
[lng]) VALUES ('PL30','50.49992','-4.72743')
[lng]) VALUES ('PL31','50.46858','-4.72140')
[lng]) VALUES ('PL32','50.63282','-4.66015')
[lng]) VALUES ('PL33','50.62130','-4.73021')
[lng]) VALUES ('PL34','50.65970','-4.74234')
[lng]) VALUES ('PL35','50.68444','-4.68431')
[lng]) VALUES ('PL4','50.37480','-4.12803')
[lng]) VALUES ('PL5','50.41008','-4.16621')
[lng]) VALUES ('PL6','50.41730','-4.11586')
[lng]) VALUES ('PL7','50.39160','-4.04436')
[lng]) VALUES ('PL8','50.33548','-4.01243')
[lng]) VALUES ('PL9','50.35394','-4.08773')
,,
[lng]) VALUES ('PO1','50.79903','-1.08749')
[lng]) VALUES ('PO10','50.85074','-0.92878')
[lng]) VALUES ('PO11','50.79180','-0.97553')
[lng]) VALUES ('PO12','50.79764','-1.14144')
[lng]) VALUES ('PO13','50.81229','-1.17808')
[lng]) VALUES ('PO14','50.83685','-1.21884')
[lng]) VALUES ('PO15','50.86203','-1.21842')
[lng]) VALUES ('PO16','50.84993','-1.15895')
[lng]) VALUES ('PO17','50.88957','-1.16819')
[lng]) VALUES ('PO18','50.86403','-0.81478')
[lng]) VALUES ('PO19','50.83756','-0.77710')
[lng]) VALUES ('PO2','50.81603','-1.07722')
[lng]) VALUES ('PO20','50.78278','-0.78563')
[lng]) VALUES ('PO21','50.78362','-0.69622')
[lng]) VALUES ('PO22','50.79835','-0.64756')
[lng]) VALUES ('PO3','50.81589','-1.05877')
[lng]) VALUES ('PO30','50.69085','-1.31330')
[lng]) VALUES ('PO31','50.75286','-1.30531')
[lng]) VALUES ('PO32','50.75091','-1.27982')
[lng]) VALUES ('PO33','50.72139','-1.16976')
,,
[lng]) VALUES ('PO34','50.71557','-1.11178')
[lng]) VALUES ('PO35','50.68657','-1.08401')
[lng]) VALUES ('PO36','50.65748','-1.16240')
[lng]) VALUES ('PO37','50.63151','-1.17700')
[lng]) VALUES ('PO38','50.60406','-1.24108')
[lng]) VALUES ('PO39','50.68027','-1.53853')
[lng]) VALUES ('PO4','50.78983','-1.06213')
[lng]) VALUES ('PO40','50.68199','-1.52011')
[lng]) VALUES ('PO41','50.69979','-1.47744')
[lng]) VALUES ('PO5','50.78821','-1.08486')
[lng]) VALUES ('PO6','50.84564','-1.06811')
[lng]) VALUES ('PO7','50.88227','-1.03753')
[lng]) VALUES ('PO8','50.91084','-1.01275')
[lng]) VALUES ('PO9','50.86291','-0.98250')
[lng]) VALUES ('PR1','53.75779','-2.70082')
