BRCcode,Taxon name,P1,LF1,W,Tjan,Tjul,Prec,Br Habitats,L,F,R,N,S
9201096,Lagarosiphon major,p,Hy,h,4.0,15.9,839,13,6,12,7,6,0
920862,Lamiastrum galeobdolon,p,Ch,h,3.7,15.8,855,1,4,5,7,6,0
9201098,Lamium album,p,hc,h,3.6,15.2,911,"3, 17",7,5,7,8,0
9201099,Lamium amplexicaule,a,Th,h,3.7,15.3,842,"3, 4",7,4,7,6,0
9201102,Lamium confertum,a,Th,h,3.5,13.5,1097,4,7,5,7,7,0
9201100,Lamium hybridum,a,Th,h,3.9,15.3,877,4,7,5,7,6,0
9201101,Lamium maculatum,p,hc,h,3.6,15.4,869,"3, 17",5,6,7,8,0
9201103,Lamium purpureum,a,Th,h,3.6,14.7,1027,"3, 4, 17",6,5,7,7,0
9201104,Lapsana communis,a,Th,h,3.6,14.7,1059,"3, 17",6,4,7,7,0
9201105,Larix decidua,p,Ph,w,3.3,14.7,1049,"1, 2, 17",7,4,6,3,0
9202303,Larix decidua x kaempferi (L. x marschlinsii),p,Ph,w,3.2,14.6,1134,"2, 17",7,6,5,3,0
9202302,Larix kaempferi,p,Ph,w,3.3,14.6,1133,"2, 17",7,6,5,3,0
9201107,Lathraea squamaria,p,Gn,h,3.3,15.0,955,"1, 3",3,6,7,6,0
9201108,Lathyrus aphaca,a,Th,h,4.0,16.4,718,"4, 7",7,3,8,4,0
9201110,Lathyrus japonicus,p,Gn,h,4.7,15.7,886,19,9,5,7,6,3
9201111,Lathyrus latifolius,p,hc,h,3.9,16.0,782,"3, 18",7,4,8,3,0
9201112,Lathyrus linifolius,p,Gn,h,3.3,14.2,1172,"8, 16",6,5,4,3,0
9201114,Lathyrus nissolia,a,Th,h,3.9,16.3,742,"3, 6, 7",8,6,7,6,0
9201115,Lathyrus palustris,p,hc,h,3.9,15.4,823,11,7,9,7,4,0
9201116,Lathyrus pratensis,p,hc,h,3.6,14.5,1079,6,7,6,6,5,0
9201117,Lathyrus sylvestris,p,hc,h,4.0,16.0,835,3,7,4,8,2,0
9201118,Lathyrus tuberosus,p,Gn,h,3.8,16.0,776,3,6,5,7,6,0
9202427,Laurus nobilis,p,Ph,w,4.7,16.0,942,"3, 17, 18, 19",6,5,7,6,0
9201119,Lavatera arborea,b,Pn,w,5.4,15.5,1023,18,9,6,7,8,3
9201120,Lavatera cretica,a,Th,h,5.2,16.1,875,"3, 4, 16",9,4,5,5,0
9201123,Leersia oryzoides,p,hc,h,4.2,16.5,766,13,8,9,8,7,0
9201124,Legousia hybrida,a,Th,h,3.7,16.1,717,4,7,4,7,4,0
9201125,Lemna gibba,p,Hy,h,3.8,16.0,739,13,7,11,7,8,1
9201126,Lemna minor,p,Hy,h,3.7,14.9,986,"11, 13",7,11,7,6,0
9202300,Lemna minuta,p,Hy,h,4.1,16.1,787,"13, 14",7,11,7,7,0
9201128,Lemna trisulca,p,Hy,h,3.8,15.5,832,"11, 13",7,12,7,5,0
9201129,Leontodon autumnalis,p,hc,h,3.5,14.4,1103,6,8,6,6,4,1
9201130,Leontodon hispidus,p,hc,h,3.6,15.2,918,7,8,4,7,3,0
9201131,Leontodon saxatilis,p,hc,h,4.0,15.3,960,7,8,5,6,3,0
9201133,Lepidium campestre,a,Th,h,3.8,15.8,801,"3, 4, 17",7,4,7,6,0
920333,Lepidium draba,p,hc,h,3.8,15.7,786,"3, 19, 21",8,4,8,6,1
9201139,Lepidium heterophyllum,b,hc,h,3.8,14.7,1074,3,7,4,5,4,0
9201135,Lepidium latifolium,p,hc,h,4.1,16.6,629,6,8,5,7,8,3
9201137,Lepidium ruderale,a,Th,h,3.9,16.0,757,"3, 17",9,4,7,7,0
9202621,Leucanthemum lacustre x maximum (L. x superbum),p,hc,h,3.9,15.5,890,"3, 16, 17",7,4,7,5,0
920502,Leucanthemum vulgare,p,hc,h,3.6,14.6,1074,"6, 7",8,4,7,4,0
9201140,Leucojum aestivum,p,Gb,h,4.3,15.9,811,"1, 6",7,9,7,8,0
9201141,Leucojum vernum,p,Gb,h,3.5,15.4,894,1,6,6,7,6,0
9201142,Leycesteria formosa,p,Pn,w,4.3,15.4,1027,"1, 3, 17",6,5,7,6,0
920682,Leymus arenarius,p,hc,h,4.0,14.3,998,19,9,5,7,6,3
9201143,Ligusticum scoticum,p,hc,h,3.8,13.0,1293,18,8,6,7,5,3
9202250,Ligustrum ovalifolium,p,Ph,w,3.9,15.4,928,"3, 17",7,5,7,8,0
9201144,Ligustrum vulgare,p,Pn,w,3.7,15.7,865,"1, 3",6,5,7,5,0
9201145,Lilium martagon,p,Gb,h,3.2,15.2,874,"1, 17",3,4,7,6,0
9201150,Limonium auriculae-ursifolium,p,hc,h,6.1,16.7,891,18,9,4,6,3,4
9201147,Limonium bellidifolium,p,hc,h,3.6,16.0,603,"19, 21",9,8,8,5,5
9202532,Limonium binervosum,p,hc,h,4.7,16.4,727,"18, 19, 21",9,8,8,5,5
9201148,Limonium binervosum agg.,p,hc,h,5.1,15.7,963,"18, 21",9,4,7,3,4
9202533,Limonium britannicum,p,hc,h,5.4,15.7,1004,"18, 19, 21",9,4,7,5,4
9202534,Limonium dodartiforme,p,hc,h,5.0,16.1,865,18,9,3,7,3,4
9201149,Limonium humile,p,hc,h,4.7,15.2,1012,21,9,8,7,5,6
9202535,Limonium loganicum,p,hc,h,6.7,15.7,1165,18,9,3,4,3,4
9202562,Limonium normannicum,p,hc,h,6.1,16.6,836,"18, 19",9,5,6,3,4
9201151,Limonium paradoxum,p,hc,h,6.0,15.4,844,18,9,4,7,3,4
9202536,Limonium parvum,p,hc,h,5.9,15.8,939,18,9,3,8,3,4
9202537,Limonium procerum,p,hc,h,5.4,15.7,1002,"18, 19, 21",9,3,8,3,5
9201152,Limonium recurvum,p,hc,h,4.8,14.7,1163,18,9,3,7,3,5
9201153,Limonium transwallianum,p,hc,h,5.6,15.9,1205,18,9,3,8,3,4
9201154,Limonium vulgare,p,hc,h,4.3,16.0,821,21,9,8,8,6,6
9201155,Limosella aquatica,a,Th,h,3.5,15.5,858,13,8,8,5,5,0
9201157,Limosella australis,a,Th,h,4.2,14.7,1608,21,7,9,7,4,1
9201159,Linaria pelisseriana,a,Th,h,4.4,15.9,822,"3, 16",8,3,5,4,0
9201160,Linaria purpurea,p,hc,h,3.7,15.5,855,"3, 16, 17",8,5,7,6,0
9201161,Linaria repens,p,hc,h,3.7,15.2,1000,"3, 7",8,5,7,5,0
9201164,Linaria vulgaris,p,hc,h,3.6,15.2,935,"3, 6",7,4,8,6,0
9201165,Linnaea borealis,p,Ch,sw,1.6,12.7,1008,2,5,5,2,2,0
9201168,Linum bienne,b,hc,h,4.8,15.8,914,"3, 7",8,4,7,5,0
9201169,Linum catharticum,b,hc,h,3.5,14.4,1113,7,8,5,7,2,0
9201167,Linum perenne,p,hc,h,3.2,15.3,691,7,7,3,8,2,0
9201170,Linum usitatissimum,a,Th,h,3.8,15.7,804,"3, 4, 17",7,4,7,5,0
9201171,Liparis loeselii,p,hc,h,3.9,16.1,771,11,8,8,8,3,0
9201172,Listera cordata,p,Gn,h,2.4,12.8,1450,"2, 10, 12",3,6,2,2,0
9201173,Listera ovata,p,Gn,h,3.6,14.8,1001,"1, 11",6,5,7,5,0
920278,Lithospermum arvense,a,Th,h,3.7,15.9,755,4,8,4,7,5,0
9201174,Lithospermum officinale,p,hc,h,3.9,15.8,820,"1, 3, 7",6,5,8,5,0
920279,Lithospermum purpureocaeruleum,p,Ch,h,4.8,16.3,941,"1, 3",5,4,7,4,0
9201175,Littorella uniflora,p,Hy,h,3.3,13.7,1323,"11, 13",8,10,5,3,0
9201176,Lloydia serotina,p,Gb,h,2.3,12.5,3092,"15, 16",7,5,5,1,0
9201177,Lobelia dortmanna,p,Hy,h,3.0,12.9,1635,13,8,12,5,1,0
9201178,Lobelia urens,p,hc,h,4.7,16.1,988,"8, 10",8,8,4,2,0
9201179,Lobularia maritima,a,Th,h,4.0,15.7,854,"18, 19",9,3,7,4,3
9201180,Loiseleuria procumbens,p,Ch,w,0.9,11.4,1994,15,9,5,2,2,0
9201182,Lolium multiflorum,a,Th,h,3.6,14.9,968,5,7,5,7,7,0
9201183,Lolium perenne,p,hc,h,3.6,14.5,1096,"3, 5, 6",8,5,6,6,0
9201185,Lolium temulentum,a,Th,h,4.0,15.6,855,4,7,4,8,7,0
9201188,Lonicera periclymenum,p,Ph,w,3.6,14.5,1102,1,5,6,5,5,0
9201189,Lonicera xylosteum,p,Pn,w,3.4,15.2,874,"1, 3",5,5,7,6,0
9201190,Lotus angustissimus,a,Th,h,5.7,16.2,952,8,8,3,4,3,0
9201191,Lotus corniculatus,p,hc,h,3.5,14.5,1104,"6, 7",7,4,6,2,1
9201193,Lotus glaber,p,hc,h,3.9,16.1,732,"3, 6, 7",7,7,7,5,1
9201194,Lotus pedunculatus,p,hc,h,3.6,14.7,1072,11,7,8,6,4,0
9201192,Lotus subbiflorus,a,Th,h,5.8,16.0,987,8,7,5,6,5,0
9201042,Ludwigia palustris,a,Th,h,4.6,16.6,812,13,8,9,4,4,0
9201196,Lupinus arboreus,p,Pn,w,4.2,15.7,825,"3, 19",9,4,7,3,0
9202428,Lupinus polyphyllus,p,hc,h,3.2,15.2,828,"3, 14, 17",7,5,5,5,0
9201198,Luronium natans,p,Hy,h,3.3,14.7,1229,"13, 14",8,11,5,3,0
9201199,Luzula arcuata,p,hc,h,0.0,10.8,2044,"15, 16",9,5,2,2,0
9201201,Luzula campestris,p,hc,h,3.5,14.5,1100,6,7,4,5,2,0
9201202,Luzula forsteri,p,hc,h,4.2,16.2,859,1,4,4,5,2,0
9201204,Luzula multiflora,p,hc,h,3.5,14.3,1148,8,7,6,3,3,0
9201206,Luzula pallidula,p,hc,h,3.4,16.3,553,"1, 11",7,7,5,2,0
9201207,Luzula pilosa,p,hc,h,3.2,14.4,1127,"1, 2",5,5,5,3,0
9201208,Luzula spicata,p,hc,h,1.0,11.5,2085,"7, 15, 16",8,5,3,2,0
9201209,Luzula sylvatica,p,hc,h,3.3,14.1,1208,"1, 16",5,5,4,4,0
9202221,Lychnis alpina,p,Ch,h,0.5,12.0,1640,15,8,3,4,2,0
9201210,Lychnis flos-cuculi,p,hc,h,3.5,14.5,1095,11,7,9,6,4,0
9202222,Lychnis viscaria,p,Ch,h,2.2,13.8,926,16,8,3,4,2,0
9205051,Lycium,p,Pn,w,3.8,15.7,784,"3, 19",8,5,7,4,0
9201212,Lycium barbarum,p,Pn,w,,,,"3, 19",8,5,7,4,0
9201211,Lycium chinense,p,Pn,w,,,,"3, 19",8,5,7,4,1
9204359,Lycopersicon esculentum,a,Th,h,4.0,15.6,876,17,7,5,7,8,0
9101216,Lycopodiella inundata,p,Ch,h,3.5,14.9,1122,"10, 12",9,9,2,1,0
9101214,Lycopodium annotinum,p,Ch,sw,0.7,11.7,1760,"10, 15",6,6,3,3,0
9101215,Lycopodium clavatum,p,Ch,sw,2.4,13.3,1368,10,7,5,1,2,0
9201219,Lycopus europaeus,p,hc,h,3.8,15.2,995,11,7,8,7,6,0
9202619,Lysichiton americanus,p,hc,h,3.9,15.1,1073,"13, 14",4,9,6,8,0
9201221,Lysimachia nemorum,p,Ch,h,3.4,14.4,1150,1,5,7,4,5,0
9201222,Lysimachia nummularia,p,hc,h,3.7,15.5,895,"6, 11, 14",5,7,5,5,0
9201223,Lysimachia punctata,p,hc,h,3.5,15.1,999,"1, 3, 17",6,6,7,5,0
9201350,Lysimachia thyrsiflora,p,hc,h,2.7,14.2,1200,"11, 13",8,10,4,3,0
9201225,Lysimachia vulgaris,p,hc,h,3.7,15.2,943,11,7,9,7,5,0
9201226,Lythrum hyssopifolium,a,Th,h,3.9,16.0,777,4,8,6,6,4,0
9201444,Lythrum portula,a,Th,h,3.8,14.8,1084,"11, 13",8,9,5,3,0
9201227,Lythrum salicaria,p,hc,h,4.0,15.0,1024,11,7,9,7,5,0
9201228,Mahonia aquifolium,p,Pn,w,3.4,15.6,786,"1, 3",5,4,6,5,0
9201229,Maianthemum bifolium,p,Gn,h,2.9,15.0,753,"1, 2",3,5,3,3,0
9201230.1,Malus domestica,p,Ph,w,3.7,15.0,975,3,7,5,6,7,0
9201230,Malus sylvestris sens.lat.,p,Ph,w,3.7,15.0,975,"1, 3",7,5,6,6,0
9201230.2,Malus sylvestris sens.str.,p,Ph,w,3.7,15.1,964,3,7,5,6,6,0
9201232,Malva moschata,p,hc,h,3.7,15.6,871,6,7,3,7,4,0
9201233,Malva neglecta,a,Th,h,3.8,15.7,781,3,7,4,8,7,0
9201235,Malva pusilla,a,Th,h,4.1,16.0,788,"3, 17, 19",8,5,5,5,0
9201236,Malva sylvestris,p,hc,h,3.8,15.3,899,"3, 17",8,4,8,7,0
9201238,Marrubium vulgare,p,hc,h,4.6,16.1,861,7,9,5,7,8,0
9201242,Matricaria discoidea,a,Th,h,3.6,14.5,1086,"3, 4",7,5,7,7,0
9201239,Matricaria recutita,a,Th,h,3.7,15.5,868,"3, 4",7,5,7,7,0
9102504,Matteuccia struthiopteris,p,hc,h,3.2,14.7,1108,1,5,8,7,7,0
9201244,Matthiola incana,p,Pn,sw,5.0,15.9,874,"18, 19",9,3,8,2,3
9201245,Matthiola sinuata,b,hc,h,5.4,15.6,1089,"18, 19",9,3,7,2,1
9201246,Meconopsis cambrica,p,hc,h,3.5,14.0,1321,1,4,5,7,5,0
9201247,Medicago arabica,a,Th,h,4.2,16.2,781,"3, 17",7,5,6,5,0
9201250,Medicago lupulina,a,Th,h,3.8,15.0,963,"7, 17",7,4,8,4,0
9201251,Medicago minima,a,Th,h,3.9,16.5,623,8,9,3,7,2,0
9201249,Medicago polymorpha,a,Th,h,5.0,16.4,801,8,9,4,5,5,0
9207129,Medicago sativa,p,hc,h,3.5,16.2,604,"3, 6",7,4,6,5,0
9201248,Medicago sativa subsp.falcata,p,hc,h,3.5,16.2,604,3,8,3,7,3,0
9201252,Medicago sativa subsp.sativa,p,hc,h,3.8,15.8,768,"3, 6",7,4,6,5,0
9201254,Melampyrum arvense,a,Th,h,3.6,16.2,692,"3, 4, 16",7,4,8,3,0
9201255,Melampyrum cristatum,a,Th,h,3.4,16.3,606,3,6,3,8,2,0
9201256,Melampyrum pratense,a,Th,h,3.2,14.3,1220,"1, 2",5,5,2,3,0
9201257,Melampyrum sylvaticum,a,Th,h,1.5,12.5,1532,"1, 16",4,5,2,2,0
9201262,Melica nutans,p,hc,h,1.9,13.0,1483,"1, 7, 16",4,5,7,3,0
9201263,Melica uniflora,p,hc,h,3.5,15.0,1015,1,4,5,7,5,0
9201264,Melilotus albus,b,hc,h,3.7,15.8,778,3,9,3,7,4,0
9201265,Melilotus altissimus,b,hc,h,3.8,15.8,785,"3, 17",8,6,7,7,0
9201266,Melilotus indicus,a,Th,h,3.8,15.7,790,"3, 17",9,5,7,7,2
9201267,Melilotus officinalis,b,hc,h,3.7,15.7,790,"3, 17",8,5,7,5,0
9201268,Melissa officinalis,p,hc,h,4.1,15.9,854,"3, 17",6,5,7,6,0
9201269,Melittis melissophyllum,p,hc,h,5.1,15.7,1091,"1, 3",5,4,7,5,0
9201272,Mentha aquatica,p,hc,h,3.7,14.7,1065,11,7,8,7,5,0
9201273,Mentha arvensis,p,hc,h,3.6,14.9,1017,"4, 11",6,7,7,6,0
9201280,Mentha pulegium,p,hc,h,4.4,15.9,869,"6, 13",8,7,5,7,0
9201285,Mentha spicata,p,hc,h,3.5,15.0,942,"3, 17",7,8,7,7,0
9201282,Mentha suaveolens,p,hc,h,5.4,15.5,1151,3,7,8,6,6,0
9201289,Menyanthes trifoliata,p,Gn,h,3.4,14.1,1201,11,8,10,4,3,0
9201290,Mercurialis annua,a,Th,h,4.0,16.0,779,"3, 4, 17",7,5,7,7,0
9201291,Mercurialis perennis,p,hc,h,3.2,14.8,1045,1,3,6,7,7,0
9201292,Mertensia maritima,p,hc,h,3.8,13.4,1083,19,8,5,7,7,3
9201293,Mespilus germanica,p,Ph,w,4.4,16.1,861,"1, 3, 17",6,4,6,6,0
9201294,Meum athamanticum,p,hc,h,1.6,12.9,1459,"3, 6",8,5,4,3,0
9201295,Mibora minima,a,Th,h,5.8,16.1,861,19,9,3,7,1,0
9201296,Milium effusum,p,hc,h,3.6,15.3,928,1,4,5,6,5,0
9201297,Milium vernale,a,Th,h,6.8,16.6,718,19,9,3,6,2,0
9201298,Mimulus,p,hc,h,3.2,14.3,1106,"13, 14",7,9,6,5,0
9204328,Mimulus guttatus,p,hc,h,3.2,14.5,1020,"13, 14",7,9,6,6,0
9204331,Mimulus guttatus x luteus (M. x robertsii),p,hc,h,3.1,14.0,1162,"13, 14",7,8,7,5,0
9201299,Mimulus luteus,p,hc,h,2.8,13.6,1144,"13, 14",7,9,5,5,0
9201300,Mimulus moschatus,p,hc,h,3.3,14.6,1099,"13, 14",7,8,5,5,0
9201303,Minuartia hybrida,a,Th,h,3.5,16.0,716,7,9,3,8,3,0
9202270,Minuartia recurva,p,Ch,h,4.8,14.2,1414,15,8,4,3,1,0
9201301,Minuartia rubella,p,Ch,h,0.8,11.2,1679,15,8,4,7,1,0
920501,Minuartia sedoides,p,Ch,h,1.2,11.4,2095,15,8,5,4,2,0
9201302,Minuartia stricta,p,Ch,h,0.4,12.1,1443,11,9,9,8,2,0
9201304,Minuartia verna,p,Ch,h,2.7,13.9,1215,"7, 16",8,4,7,1,0
920128,Misopates orontium,a,Th,h,4.3,15.9,864,4,7,5,6,6,0
9201305,Moehringia trinervia,a,Th,h,3.5,15.0,982,1,4,5,7,6,0
9201306,Moenchia erecta,a,Th,h,4.2,16.0,823,8,9,4,4,3,0
9201307,Molinia caerulea,p,hc,h,3.5,14.2,1179,12,7,8,3,2,0
9201308,Moneses uniflora,p,hc,h,2.0,13.0,985,2,4,5,4,1,0
9201310,Monotropa hypopitys,p,Gn,h,3.7,15.8,817,1,4,5,6,2,0
9201312,Montia fontana,a,Th,h,3.4,14.1,1198,11,7,9,5,3,0
9201313,Muscari neglectum,p,Gb,h,3.3,16.3,590,"3, 8",7,3,7,5,0
9201315,Mycelis muralis,p,hc,h,3.3,15.2,944,"1, 16",4,5,7,5,0
9201316,Myosotis alpestris,p,hc,h,-0.1,11.6,1623,"7, 15, 16",8,4,8,2,0
9201317,Myosotis arvensis,a,Th,h,3.5,14.6,1056,"3, 4",7,5,6,6,0
9201321,Myosotis discolor,a,Th,h,3.5,14.4,1088,6,7,5,5,3,0
9201319,Myosotis laxa,a,Th,h,3.5,14.5,1085,11,7,9,6,5,0
9201320,Myosotis ramosissima,a,Th,h,3.8,15.5,823,"8, 16",8,3,6,3,0
9201322,Myosotis scorpioides,p,hc,h,3.5,14.7,1037,"11, 14",7,9,6,6,0
9201323,Myosotis secunda,p,hc,h,3.3,14.0,1237,11,6,9,5,4,0
9201324,Myosotis sicula,a,Th,h,6.2,17.0,794,19,8,7,6,3,0
9201318,Myosotis stolonifera,p,hc,h,1.6,13.2,1362,"11, 14",8,9,5,4,0
9201325,Myosotis sylvatica,p,hc,h,3.4,15.1,931,1,6,5,7,5,0
9201326,Myosoton aquaticum,p,hc,h,3.6,16.0,747,"11, 13, 14",7,8,7,8,0
9201327,Myosurus minimus,a,Th,h,3.8,16.3,691,4,8,7,6,5,0
9201328,Myrica gale,p,Pn,w,3.4,13.8,1353,12,8,9,3,2,0
9201330,Myriophyllum alterniflorum,p,Hy,h,3.2,13.8,1299,"13, 14",7,12,5,3,0
9204433,Myriophyllum aquaticum,p,Hy,h,4.3,16.1,838,13,7,12,5,3,0
9201331,Myriophyllum spicatum,p,Hy,h,3.7,15.1,907,"13, 14",7,12,7,7,0
9201332,Myriophyllum verticillatum,p,Hy,h,3.8,15.7,765,"13, 14",7,12,7,7,0
9201333,Myrrhis odorata,p,hc,h,3.0,14.1,1084,"3, 17",7,6,7,7,0
9201334,Najas flexilis,a,Hz,h,4.1,13.8,1338,13,6,12,7,4,1
9201336,Najas marina,a,Hz,h,3.9,16.1,600,13,5,12,9,6,0
9205478,Narcissus pseudonarcissus,p,Gb,h,3.7,15.6,920,3,7,5,6,5,0
9201344,Nardus stricta,p,hc,h,3.2,14.0,1226,8,7,7,3,2,0
9201345,Narthecium ossifragum,p,hc,h,3.3,13.8,1296,12,8,9,2,1,0
9201351,Neotinea maculata,p,Gn,h,4.7,14.8,1107,"7, 16",8,4,8,2,0
9201352,Neottia nidus-avis,p,Gn,h,3.5,15.2,938,1,2,4,7,5,0
9201353,Nepeta cataria,p,hc,h,3.7,15.9,761,"3, 7",7,4,7,6,0
9201356,Nuphar lutea,p,Hy,h,3.6,15.1,975,"13, 14",7,11,7,6,1
9201357,Nuphar pumila,p,Hy,h,1.7,12.5,1680,13,7,11,6,4,0
9201358,Nymphaea alba,p,Hy,h,3.6,14.8,1090,13,7,11,6,4,0
9201360,Nymphoides peltata,p,Hy,h,3.5,16.4,603,"13, 14",8,11,7,6,0
9201361,Odontites vernus,a,Th,h,3.7,14.7,1047,6,7,5,6,5,0
9201362,Oenanthe aquatica,a,Hz,h,3.8,15.6,792,11,7,10,7,6,0
9201363,Oenanthe crocata,p,hc,h,4.0,14.8,1124,"11, 14",7,9,6,7,1
9201364,Oenanthe fistulosa,p,hc,h,3.9,15.8,771,11,7,9,7,6,0
9201365,Oenanthe fluviatilis,p,Hy,h,3.7,16.0,718,14,8,10,8,6,0
9201366,Oenanthe lachenalii,p,hc,h,4.3,15.4,957,11,8,8,8,5,3
9201367,Oenanthe pimpinelloides,p,hc,h,4.4,16.2,849,6,7,7,6,3,0
9201368,Oenanthe silaifolia,p,hc,h,3.7,16.3,661,6,8,9,7,5,0
9204444,Oenothera,b,hc,h,3.9,15.8,839,"3, 16, 17, 19",9,4,6,4,0
9201370,Oenothera biennis,b,hc,h,3.9,15.9,777,"3, 16, 17, 19",9,4,6,4,0
9202369,Oenothera biennis x glazoviana (O. x fallax),b,hc,h,3.7,15.9,798,"3, 16, 19",8,3,6,5,0
9202368,Oenothera cambrica,b,hc,h,4.2,15.9,921,"3, 16, 17, 19",9,4,6,3,0
9201371,Oenothera glazioviana,b,hc,h,4.0,15.9,832,"3, 16, 19",9,4,6,5,0
9201375,Onobrychis viciifolia,p,hc,h,3.6,16.2,710,7,7,4,8,3,0
9201376,Ononis reclinata,a,Th,h,5.6,15.8,999,18,9,2,8,2,1
9201377,Ononis repens,p,Ch,sw,3.8,15.3,878,7,8,4,6,3,0
9201378,Ononis spinosa,p,Ch,sw,3.6,16.0,718,"6, 7",8,4,8,3,0
9201379,Onopordum acanthium,p,hc,h,3.7,15.9,733,"3, 17",8,4,6,7,0
9101381.1,Ophioglossum azoricum,p,Gn,h,4.3,13.3,1252,8,8,6,5,2,1
9101380,Ophioglossum lusitanicum,p,Gn,h,6.7,16.2,848,8,8,6,5,2,0
9101381.2,Ophioglossum vulgatum,p,Gn,h,3.6,15.1,964,"6, 7",8,7,7,3,0
9101381,Ophioglossum vulgatum sens.lat.,p,Gn,h,3.6,15.1,964,6,8,7,7,3,0
9201382,Ophrys apifera,p,Gn,h,3.9,15.7,807,7,8,4,8,3,0
9201383,Ophrys fuciflora,p,Gn,h,4.0,16.4,766,7,8,4,9,2,0
9201384,Ophrys insectifera,p,Gn,h,3.7,15.8,803,"1, 7, 11",8,5,9,2,0
9201385,Ophrys sphegodes,p,Gn,h,4.0,16.3,729,7,8,4,9,3,0
9201386,Orchis laxiflora,p,Gn,h,6.4,16.7,800,"6, 11",9,9,8,2,1
9201387,Orchis mascula,p,Gn,h,3.5,14.7,1073,"1, 7, 16",6,5,7,4,0
9201388,Orchis militaris,p,Gn,h,3.4,16.3,694,7,7,3,9,2,0
9201389,Orchis morio,p,Gn,h,3.9,15.8,801,"6, 7",8,4,7,3,0
9201390,Orchis purpurea,p,Gn,h,4.0,16.5,748,1,5,4,8,3,0
9201391,Orchis simia,p,Gn,h,3.8,16.4,697,7,8,3,8,2,0
9201392,Orchis ustulata,p,Gn,h,3.5,15.7,777,7,8,4,8,2,0
9102051,Oreopteris limbosperma,p,hc,h,2.8,13.7,1323,"1, 16",6,6,4,3,0
9201393,Origanum vulgare,p,Ch,h,3.7,15.3,898,"7, 16",6,4,7,4,0
9201396,Ornithogalum angustifolium,p,Gb,h,3.7,15.5,848,"1, 3, 7, 8",8,3,6,4,0
9201395,Ornithogalum pyrenaicum,p,Gb,h,3.6,16.2,773,"1, 3",5,5,7,5,0
9201397,Ornithopus perpusillus,a,Th,h,3.9,15.5,935,8,7,4,4,3,0
9201398,Ornithopus pinnatus,a,Th,h,7.0,16.4,832,"8, 10",8,3,3,2,0
9201399,Orobanche alba,a,Th,h,4.0,13.7,1493,16,8,3,7,2,0
9201405,Orobanche artemisiae-campestris,a,Th,h,4.5,16.5,753,18,8,4,8,5,0
9201400,Orobanche caryophyllacea,p,Gn,h,4.1,16.4,782,18,8,3,9,2,0
9201401,Orobanche elatior,p,Gn,h,3.6,16.2,713,"3, 7",8,3,8,3,0
9201402,Orobanche hederae,p,Gn,h,4.9,15.5,1004,"1, 3, 16",4,5,6,5,0
9201404,Orobanche minor,a,Th,h,4.0,16.1,774,"4, 5",7,4,8,6,0
9201406,Orobanche purpurea,p,Gn,h,4.9,16.3,776,"3, 6",7,4,7,2,0
9201408,Orobanche rapum-genistae,p,Gn,h,4.1,15.7,890,10,7,5,3,2,0
9201409,Orobanche reticulata,b,Gn,h,3.1,15.3,666,"3, 7",7,6,7,6,0
9201410,Orthilia secunda,p,Ch,h,1.4,12.2,1568,"2, 10, 16",5,5,5,3,0
9101411,Osmunda regalis,p,hc,h,4.2,14.5,1225,"1, 11",6,9,5,4,0
9201412,Otanthus maritimus,p,hc,h,5.1,16.0,874,19,9,2,5,2,3
9201413,Oxalis acetosella,p,hc,h,3.4,14.4,1138,"1, 2, 16",4,6,4,4,0
9201415,Oxalis articulata,p,hc,h,4.4,15.8,861,"3, 17, 19",7,3,4,2,0
9201414,Oxalis corniculata,p,hc,h,3.9,15.8,843,"3, 17",7,4,6,5,0
9202519,Oxalis debilis,p,Gb,h,4.3,16.1,784,"3, 17",7,4,6,8,0
9201414.3,Oxalis exilis,p,hc,h,3.8,15.7,782,"3, 17",7,4,6,4,0
9202518,Oxalis incarnata,p,Gb,h,4.6,15.8,927,"3, 17",6,5,6,5,0
9202520,Oxalis latifolia,p,Gb,h,5.1,16.1,892,"3, 17",6,5,6,5,0
9202523,Oxalis pes-caprae,p,Gb,h,5.9,16.1,861,"3, 4",7,4,6,5,0
9201416,Oxalis stricta,a,Th,h,3.8,15.7,895,"3, 17",6,5,6,5,0
9201420,Oxyria digyna,p,hc,h,1.7,12.1,1940,"15, 16",7,6,5,3,0
9201421,Oxytropis campestris,p,hc,h,0.4,11.5,1392,7,9,4,8,2,0
9201422,Oxytropis halleri,p,hc,h,2.5,12.9,1141,"7, 18, 19",9,3,8,2,0
9204435,Panicum miliaceum,a,Th,h,4.0,16.0,787,"1, 4, 17",9,3,7,6,0
9201424,Papaver argemone,a,Th,h,3.7,15.7,759,4,7,4,6,5,0
9207046,Papaver dubium,a,Th,h,3.7,15.0,910,"3, 4",7,5,6,5,0
9201427,Papaver hybridum,a,Th,h,4.1,15.9,776,4,7,4,8,4,0
9201430,Papaver rhoeas,a,Th,h,3.8,15.3,877,"3, 4",7,5,7,6,0
9201431,Papaver somniferum,a,Th,h,3.7,15.3,868,"3, 4, 17",7,4,7,8,0
9201432,Parapholis incurva,a,Th,h,4.4,16.4,709,"18, 19, 21",9,6,7,4,4
9201433,Parapholis strigosa,a,Th,h,4.5,15.7,876,21,8,6,7,6,5
9201434,Parentucellia viscosa,a,Th,h,5.1,15.4,1129,"3, 5",7,7,7,5,0
