species,mycorrhiza type,
Brassica oleracea,non-mycorrhizal (checked for all types),
Brassica rapa,non-mycorrhizal (checked for all types),
Brassica rapa,AM; others not addressed,
Brassica rapa,AM; others not addressed,
Brassica rapa,AM; others not addressed,
Brassica rapa,non-mycorrhizal (checked for all types),
Brassica rapa,non-mycorrhizal (checked for all types),
Brassica rapa,non-mycorrhizal (checked for all types),
Brassica rapa,non-mycorrhizal (checked for all types),
Brassica rapa,non-mycorrhizal (checked for all types),
Brassica rapa,non-mycorrhizal (checked for all types),
Brassica rapa,non-mycorrhizal (checked for all types),
Brassica rapa,non-mycorrhizal (checked for all types),
Brassica rapa,non-mycorrhizal (checked for all types),
Brassica rapa,non-mycorrhizal (checked for all types),
Brassica rapa,non-mycorrhizal (checked for all types),
Brassica rapa,non-mycorrhizal (checked for all types),
Brassica repanda,AM; others not addressed,
Brassica tournefortii,non-mycorrhizal (checked for all types),
Brassica tournefortii,non-mycorrhizal (checked for all types),
Brassica tournefortii,non-mycorrhizal (checked for all types),
Brassica tournefortii,AM; others not addressed,
Braya alpina,non-mycorrhizal (checked for all types),
Braya fernaldii,non-mycorrhizal (checked for all types),
Braya glabella,AM; no others,
Braya glabella,non-mycorrhizal (checked for all types),
Braya glabella,non-mycorrhizal (checked for all types),
Braya humilis,non-mycorrhizal (checked for all types),
Braya longii,non-mycorrhizal (checked for all types),
Braya thorild-wulffii,non-mycorrhizal (checked for all types),
Brenandendron frondosum,AM; no others,
Breonia chinensis,AM; others not addressed,
Bretschneidera sinensis,AM; others not addressed,
Brexia ,AM; no others,
Breynia ,AM; no others,
Breynia disticha,AM; no others,
Breynia fruticosa,AM; others not addressed,
Breynia fruticosa,AM; others not addressed,
Breynia fruticosa,AM; no others,
Breynia vitis-idaea,non-AM; others not addressed,
Brickellia eupatorioides,AM; others not addressed,
Brickellia frutescens,AM; others not addressed,
Bridelia,AM; no others,
Bridelia,AM; others not addressed,
Bridelia ,AM; no others,
Bridelia moonii,AM; no others,
Bridelia moonii,AM; no others,
Brighamia insignis,AM; no others,
Briza marcowiczii,AM; others not addressed,
Briza marcowiczii,AM; others not addressed,
Briza marcowiczii,AM; others not addressed,
Briza marcowiczii,AM; others not addressed,
Briza maxima,AM; others not addressed,
Briza maxima,AM; others not addressed,
Briza maxima,AM; no others,
Briza maxima,AM; no others,
Briza maxima,AM; others not addressed,
Briza media,AM; others not addressed,
Briza media,AM; others not addressed,
Briza media,AM; others not addressed,
Briza media,AM; others not addressed,
Briza media,AM; others not addressed,
Briza media,AM; others not addressed,
Briza media,AM; no others,
Briza media,AM; others not addressed,
Briza media ,AM; others not addressed,
Briza media ,non-mycorrhizal (checked for all types),
Briza media ,AM; others not addressed,
Briza media ,AM; others not addressed,
Briza media ,AM; others not addressed,
Briza media ,AM; others not addressed,
Briza minor,AM; others not addressed,
Briza minor,AM; others not addressed,
Briza minor,AM; others not addressed,
Briza minor,AM; others not addressed,
Briza minor,AM; others not addressed,
Briza minor,AM; no others,
Brochoneura acuminata,AM; no others,
Brodiaea coronaria,AM; others not addressed,
Bromelia urbaniana,non-mycorrhizal (checked for all types),
Bromelia urbaniana,non-mycorrhizal (checked for all types),
Bromeliaceae ,AM; no others,
Bromus,AM; no others,
Bromus,AM; others not addressed,
Bromus benekenii,AM; others not addressed,
Bromus benekenii,AM; others not addressed,
Bromus briziformis,AM; others not addressed,
Bromus catharticus,non-mycorrhizal (checked for all types),
Bromus ciliatus,AM; no others,
Bromus ciliatus,AM; no others,
Bromus danthoniae,AM; others not addressed,
Bromus diandrus,AM; no others,
Bromus erectus,AM; others not addressed,
Bromus erectus,non-mycorrhizal (checked for all types),
Bromus erectus,AM; others not addressed,
Bromus erectus,AM; others not addressed,
Bromus erectus,AM; others not addressed,
Bromus hordeaceus,AM; others not addressed,
Bromus hordeaceus,AM; others not addressed,
Bromus hordeaceus,AM; others not addressed,
Bromus hordeaceus,AM; others not addressed,
Bromus hordeaceus,AM; others not addressed,
Bromus hordeaceus,AM; others not addressed,
Bromus hordeaceus,AM; others not addressed,
Bromus inermis,AM; others not addressed,
Bromus inermis,AM; others not addressed,
Bromus inermis,AM; others not addressed,
Bromus inermis,AM; others not addressed,
Bromus inermis,AM; others not addressed,
Bromus inermis,AM; others not addressed,
Bromus inermis,AM; others not addressed,
Bromus inermis,AM; others not addressed,
Bromus inermis,AM; others not addressed,
Bromus inermis,non-mycorrhizal (checked for all types),
Bromus inermis,non-mycorrhizal (checked for all types),
Bromus inermis,AM; others not addressed,
Bromus inermis,AM; others not addressed,
Bromus inermis,AM; others not addressed,
Bromus inermis,AM; others not addressed,
Bromus inermis,AM; others not addressed,
Bromus japonicus,AM; others not addressed,
Bromus japonicus,AM; others not addressed,
Bromus japonicus,AM; others not addressed,
Bromus japonicus,AM; others not addressed,
Bromus lanceolatus,AM; others not addressed,
Bromus lanceolatus,AM; others not addressed,
Bromus pauciflorus,AM; others not addressed,
Bromus paulsenii,AM; others not addressed,
Bromus paulsenii,AM; others not addressed,
Bromus paulsenii,AM; others not addressed,
Bromus paulsenii,AM; others not addressed,
Bromus pectinatus,AM; no others,
Bromus psammophilus,non-mycorrhizal (checked for all types),
Bromus psammophilus,AM; no others,
Bromus pumpellianus,AM; others not addressed,
Bromus racemosus,AM; others not addressed,
Bromus racemosus,AM; others not addressed,
Bromus remotiflorus,AM; others not addressed,
Bromus rigidus,AM; others not addressed,
Bromus rigidus,AM; no others,
Bromus rigidus,AM; others not addressed,
Bromus riparius,AM; others not addressed,
Bromus riparius,AM; others not addressed,
Bromus riparius,AM; others not addressed,
Bromus riparius,AM; others not addressed,
Bromus riparius,AM; others not addressed,
Bromus riparius,AM; others not addressed,
Bromus riparius,AM; others not addressed,
Bromus riparius,AM; others not addressed,
Bromus riparius,AM; others not addressed,
Bromus riparius,AM; others not addressed,
Bromus riparius,AM; others not addressed,
Bromus riparius,AM; others not addressed,
Bromus rubens,non-mycorrhizal (checked for all types),
Bromus rubens,AM; others not addressed,
Bromus scoparius,AM; others not addressed,
Bromus secalinus,AM; others not addressed,
Bromus sewerzowii,AM; others not addressed,
Bromus sewerzowii,non-mycorrhizal (checked for all types),
Bromus squarrosus,AM; others not addressed,
Bromus squarrosus,AM; others not addressed,
Bromus squarrosus,AM; no others,
Bromus sterilis,AM; others not addressed,
Bromus sterilis,AM; no others,
Bromus sterilis,non-mycorrhizal (checked for all types),
Bromus sterilis,non-mycorrhizal (checked for all types),
Bromus tectorum,AM; others not addressed,
Bromus tectorum,AM; others not addressed,
Bromus tectorum,AM; others not addressed,
Bromus tectorum,AM; others not addressed,
Bromus tectorum,AM; others not addressed,
Bromus tectorum,AM; others not addressed,
Bromus tectorum,AM; others not addressed,
Bromus tectorum,AM; others not addressed,
Bromus tectorum,AM; others not addressed,
Bromus tectorum,AM; others not addressed,
Bromus tectorum,AM; others not addressed,
Bromus tectorum,AM; others not addressed,
Bromus tectorum,AM; others not addressed,
Bromus tectorum,AM; others not addressed,
Bromus tectorum,non-mycorrhizal (checked for all types),
Bromus tectorum,non-mycorrhizal (checked for all types),
Bromus tectorum,non-mycorrhizal (checked for all types),
Bromus tectorum,AM; others not addressed,
Bromus tectorum,AM; no others,
Bromus tectorum,AM; others not addressed,
Bromus tectorum,AM; others not addressed,
Bromus tectorum,AM; others not addressed,
Bromus tectorum,non-mycorrhizal (checked for all types),
Bromus tectorum,AM; others not addressed,
Bromus tectorum,AM; no others,
Bromus unioloides,AM; others not addressed,
Bromus variegatus,AM; others not addressed,
Bromus variegatus,AM; others not addressed,
Bromus variegatus,AM; others not addressed,
Bromus variegatus,AM; others not addressed,
Bromus variegatus,AM; others not addressed,
Bromus variegatus,AM; others not addressed,
Bromus variegatus,AM; others not addressed,
Bromus variegatus,AM; others not addressed,
Bromus variegatus,AM; others not addressed,
Bromus variegatus,AM; others not addressed,
Bromus variegatus,AM; others not addressed,
Bromus variegatus,AM; others not addressed,
Bromus variegatus,AM; others not addressed,
Bromus variegatus,AM; others not addressed,
Bromus variegatus,AM; others not addressed,
Bromus variegatus subvillosulus,AM; others not addressed,
Brosimum ,AM; no others,
Brosimum alicastrum,AM; others not addressed,
Brosimum lactescens,AM; no others,
Brosimum parinarioides,AM; others not addressed,
Brosimum rubescens,AM; others not addressed,
Brosimum utile,AM; others not addressed,
Brossardia papyracea,non-mycorrhizal (checked for all types),
Broussonetia kaempferi,AM; others not addressed,
Broussonetia kaempferi var. australis,AM; others not addressed,
Broussonetia kazinoki,non-mycorrhizal (checked for all types),
Broussonetia kazinoki,non-mycorrhizal (checked for all types),
Broussonetia papyrifera,"EcM,AM",
Broussonetia papyrifera,"EcM,AM",
Broussonetia papyrifera,AM; others not addressed,
Broussonetia papyrifera,AM; others not addressed,
Browallia americana,AM; others not addressed,
Brownea ariza,non-mycorrhizal (checked for all types),
Brucea javanica,AM; others not addressed,
Bruguiera,AM; no others,
Bruguiera cylindrica,non-mycorrhizal (checked for all types),
Bruguiera cylindrica,AM; no others,
Bruguiera cylindrica,AM; no others,
Bruguiera cylindrica,AM; no others,
Bruguiera gymnorhiza,non-mycorrhizal (checked for all types),
Bruguiera gymnorhiza,AM; no others,
Bruguiera gymnorhiza,AM; no others,
Bruguiera sexangula,AM; others not addressed,
Bruguiera sexangula,non-mycorrhizal (checked for all types),
Bruguiera sexangula,AM; others not addressed,
Bruguiera sexangula,AM; others not addressed,
Bruguiera sexangula,AM; no others,
Bruguiera sexangula,AM; no others,
Bruguiera sexangula,AM; no others,
Brunfelsia undulata,non-mycorrhizal (checked for all types),
Brunonia australis,EcM; others not addressed,
Brunonia australis,EcM; others not addressed,
Bryodesma indicum,non-mycorrhizal (checked for all types),
Bryonia cretica subdioica,AM; others not addressed,
Bryophyllum daigremontianum,AM; others not addressed,
Bryophyllum delagoense,AM; others not addressed,
Bryophyllum delagoense,AM; no others,
Bryophyllum pinnatum,AM; others not addressed,
Bryophyllum pinnatum,non-mycorrhizal (checked for all types),
Buchanania arborescens,AM; others not addressed,
Buchanania arborescens,AM; others not addressed,
Buchanania arborescens,AM; no others,
Buchanania cochinchinensis,AM; no others,
Buchanania cochinchinensis,AM; others not addressed,
Buchanania cochinchinensis,AM; no others,
Buchanania cochinchinensis,AM; no others,
Buchanania obovata,AM; no others,
Buchanania obovata,non-mycorrhizal (checked for all types),
Buchenavia grandis,AM; others not addressed,
Buchenavia tetraphylla,AM; no others,
Buchloe dactyloides,AM; no others,
Buchloe dactyloides,AM; no others,
Buchnera linearis,non-mycorrhizal (checked for all types),
Buddleja asiatica,AM; no others,
Buddleja cordobensis,AM; no others,
Buddleja cordobensis,AM; no others,
Buddleja cordobensis,AM; others not addressed,
Buddleja curviflora,AM; others not addressed,
Buddleja davidii,AM; others not addressed,
Buddleja davidii,non-mycorrhizal (checked for all types),
Buddleja globosa,AM; no others,
Buddleja lindleyana,"EcM,AM",
Buddleja stachyoides,AM; no others,
Buglossoides arvensis,AM; others not addressed,
Buglossoides arvensis,AM; no others,
Buglossoides arvensis,non-mycorrhizal (checked for all types),
Buglossoides arvensis,non-mycorrhizal (checked for all types),
Bulbine alata,AM; others not addressed,
Bulbine bulbosa,AM; no others,
Bulbine bulbosa,AM; no others,
Bulbine semibarbata,AM; no others,
Bulbophyllum drymoglossum,AM; others not addressed,
Bulbostylis ,AM; others not addressed,
Bulbostylis barbata,non-mycorrhizal (checked for all types),
Bulbostylis barbata,AM; others not addressed,
Bulbostylis barbata,AM; others not addressed,
Bulbostylis barbata,non-AM; others not addressed,
Bulbostylis barbata,AM; others not addressed,
Bulbostylis barbata,AM; others not addressed,
Bulbostylis barbata,AM; others not addressed,
Bulbostylis barbata,non-mycorrhizal (checked for all types),
Bulbostylis barbata,non-mycorrhizal (checked for all types),
Bulbostylis capillaris,non-mycorrhizal (checked for all types),
Bulbostylis capillaris,AM; others not addressed,
Bulbostylis conifera,AM; others not addressed,
Bulbostylis densa,non-AM; others not addressed,
Bulbostylis densa,AM; others not addressed,
Bulbostylis densa,AM; others not addressed,
Bulbostylis densa var. capitata,non-mycorrhizal (checked for all types),
Bulbostylis hispidula,non-mycorrhizal (checked for all types),
Bulbostylis paradoxa,AM; others not addressed,
Bulbostylis puberula,non-AM; others not addressed,
Bulbostylis puberula,non-mycorrhizal (checked for all types),
Bulbostylis tenuifolia,AM; others not addressed,
Bulnesia retama,AM; others not addressed,
Bulnesia retama,non-mycorrhizal (checked for all types),
Bunias erucago ,AM; others not addressed,
Bunias orientalis,non-mycorrhizal (checked for all types),
Bunias orientalis,non-mycorrhizal (checked for all types),
Bunias orientalis ,AM; others not addressed,
Bunium chaerophylloides,AM; others not addressed,
Bupleurum americanum,AM; no others,
Bupleurum americanum,AM; no others,
Bupleurum americanum,AM; no others,
Bupleurum americanum,AM; no others,
Bupleurum baldense,AM; no others,
Bupleurum falcatum,AM; others not addressed,
Bupleurum falcatum,AM; others not addressed,
