species,mycorrhiza type,
Populus tremula,EcM; others not addressed,
Populus tremula,EcM; others not addressed,
Populus tremula,EcM; others not addressed,
Populus tremula,EcM; others not addressed,
Populus tremula,AM; others not addressed,
Populus tremula,EcM; others not addressed,
Populus tremula,EcM; others not addressed,
Populus tremula,EcM; others not addressed,
Populus tremula,EcM; others not addressed,
Populus tremula,EcM; others not addressed,
Populus tremula,EcM; others not addressed,
Populus tremula,EcM; others not addressed,
Populus tremula,EcM; others not addressed,
Populus tremula,EcM; others not addressed,
Populus tremula,EcM; others not addressed,
Populus tremula,EcM; others not addressed,
Populus tremula,EcM; others not addressed,
Populus tremula,EcM; others not addressed,
Populus tremula,EcM; others not addressed,
Populus tremula,EcM; others not addressed,
Populus tremula,EcM; others not addressed,
Populus tremula,EcM; others not addressed,
Populus tremula,EcM; others not addressed,
Populus tremula,EcM; others not addressed,
Populus tremula,EcM; others not addressed,
Populus tremula,EcM; others not addressed,
Populus tremula,EcM; others not addressed,
Populus tremula,EcM; others not addressed,
Populus tremula,EcM; others not addressed,
Populus tremula var. davidiana,EcM; others not addressed,
Populus tremula var. davidiana,EcM; others not addressed,
Populus tremula var. davidiana,EcM; no others,
Populus tremula var. davidiana,EcM; others not addressed,
Populus tremuloides,EcM; no others,
Populus tremuloides,AM; others not addressed,
Populus tremuloides,EcM; no others,
Populus tremuloides,EcM; no others,
Populus tremuloides,"EcM,AM",
Populus tremuloides,EcM; no others,
Populus tremuloides,EcM; no others,
Populus tremuloides,EcM; no others,
Populus tremuloides,EcM; no others,
Populus tremuloides,EcM; others not addressed,
Populus tremuloides,EcM; others not addressed,
Populus tremuloides,EcM; others not addressed,
Populus tremuloides,"EcM,AM",
Populus tremuloides,EcM; no others,
Populus tremuloides ,EcM; no others,
Populus trichocarpa,EcM; others not addressed,
Populus trichocarpa,EcM; no others,
Populus trichocarpa,EcM; others not addressed,
Populus trichocarpa,EcM; others not addressed,
Populus trichocarpa,EcM; others not addressed,
Populus trichocarpa,EcM; no others,
Populus trichocarpa ,EcM; others not addressed,
Populus tristis,EcM; others not addressed,
Populus x berolinensis,EcM; others not addressed,
Populus x berolinensis,EcM; others not addressed,
Populus x berolinensis,EcM; others not addressed,
Populus x canadensis,EcM; others not addressed,
Populus x canadensis,EcM; no others,
Populus x canadensis,"EcM,AM",
Poranopsis discifera,AM; no others,
Poranopsis sinensis,AM; others not addressed,
Poranthera microphylla,EcM; others not addressed,
Poranthera microphylla,EcM; no others,
Poranthera microphylla,"EcM,AM",
Poranthera microphylla,EcM; others not addressed,
Poranthera microphylla,EcM; others not addressed,
Porophyllum punctatum,AM; others not addressed,
Porophyllum ruderale,AM; others not addressed,
Porterandia anisophylla,AM; no others,
Porterandia anisophylla,AM; others not addressed,
Porteresia coarctata,AM; others not addressed,
Porteresia coarctata,AM; others not addressed,
Porteresia coarctata,non-mycorrhizal (checked for all types),
Portulaca,AM; others not addressed,
Portulaca,non-mycorrhizal (checked for all types),
Portulaca ,non-mycorrhizal (checked for all types),
Portulaca confertifolia,non-mycorrhizal (checked for all types),
Portulaca grandiflora,non-mycorrhizal (checked for all types),
Portulaca grandiflora,non-mycorrhizal (checked for all types),
Portulaca grandiflora,non-mycorrhizal (checked for all types),
Portulaca grandiflora,non-mycorrhizal (checked for all types),
Portulaca halimoides,AM; others not addressed,
Portulaca intraterranea,non-mycorrhizal (checked for all types),
Portulaca lutea,non-mycorrhizal (checked for all types),
Portulaca oleracea,AM; others not addressed,
Portulaca oleracea,AM; others not addressed,
Portulaca oleracea,non-mycorrhizal (checked for all types),
Portulaca oleracea,non-AM; others not addressed,
Portulaca oleracea,non-AM; others not addressed,
Portulaca oleracea,non-mycorrhizal (checked for all types),
Portulaca oleracea,AM; others not addressed,
Portulaca oleracea,non-mycorrhizal (checked for all types),
Portulaca oleracea,AM; no others,
Portulaca oleracea,AM; no others,
Portulaca oleracea,AM; others not addressed,
Portulaca oleracea,AM; others not addressed,
Portulaca oleracea,AM; others not addressed,
Portulaca oleracea,AM; others not addressed,
Portulaca oleracea,non-mycorrhizal (checked for all types),
Portulaca oleracea,AM; no others,
Portulaca pilosa,AM; others not addressed,
Portulaca pilosa,non-AM; others not addressed,
Portulaca quadrifida,non-AM; others not addressed,
Portulaca sclerocarpa,non-mycorrhizal (checked for all types),
Portulaca tuberosa,AM; no others,
Potamogeton cheesemanii,AM; others not addressed,
Potamogeton cheesemanii,AM; others not addressed,
Potamogeton crispus,non-mycorrhizal (checked for all types),
Potamogeton crispus,non-mycorrhizal (checked for all types),
Potamogeton crispus,non-mycorrhizal (checked for all types),
Potamogeton crispus,AM; others not addressed,
Potamogeton crispus,AM; others not addressed,
Potamogeton crispus,non-mycorrhizal (checked for all types),
Potamogeton gramineus,non-mycorrhizal (checked for all types),
Potamogeton lucens,non-mycorrhizal (checked for all types),
Potamogeton natans,non-mycorrhizal (checked for all types),
Potamogeton natans,non-mycorrhizal (checked for all types),
Potamogeton natans,AM; others not addressed,
Potamogeton natans,non-mycorrhizal (checked for all types),
Potamogeton nodosus,non-AM; others not addressed,
Potamogeton nodosus,non-mycorrhizal (checked for all types),
Potamogeton nodosus,non-mycorrhizal (checked for all types),
Potamogeton ochreatus,non-mycorrhizal (checked for all types),
Potamogeton ochreatus,non-mycorrhizal (checked for all types),
Potamogeton perfoliatus,non-mycorrhizal (checked for all types),
Potamogeton perfoliatus,non-mycorrhizal (checked for all types),
Potamogeton polygonifolius,non-mycorrhizal (checked for all types),
Potamogeton polygonifolius,non-mycorrhizal (checked for all types),
Potamogeton praelongus,non-mycorrhizal (checked for all types),
Potaninia mongolica,AM; others not addressed,
Potentilla,AM; no others,
Potentilla,AM; no others,
Potentilla,AM; no others,
Potentilla,AM; others not addressed,
Potentilla acaulis,AM; others not addressed,
Potentilla acaulis,AM; others not addressed,
Potentilla anglica,AM; others not addressed,
Potentilla anserina,AM; others not addressed,
Potentilla anserina,AM; no others,
Potentilla anserina,AM; others not addressed,
Potentilla anserina,AM; others not addressed,
Potentilla anserina,AM; others not addressed,
Potentilla anserina,AM; others not addressed,
Potentilla anserina,AM; others not addressed,
Potentilla anserina,AM; others not addressed,
Potentilla anserina,AM; others not addressed,
Potentilla anserina,AM; others not addressed,
Potentilla anserina,AM; others not addressed,
Potentilla argentea,AM; others not addressed,
Potentilla argentea,AM; others not addressed,
Potentilla argentea,AM; no others,
Potentilla aurea,AM; no others,
Potentilla aurea,AM; others not addressed,
Potentilla aurea,AM; others not addressed,
Potentilla brauniana,AM; others not addressed,
Potentilla brauniana,AM; others not addressed,
Potentilla chinensis,non-AM; others not addressed,
Potentilla chrysantha,AM; others not addressed,
Potentilla chrysantha,AM; others not addressed,
Potentilla chrysantha,AM; others not addressed,
Potentilla cinerea,AM; others not addressed,
Potentilla concinna,AM; others not addressed,
Potentilla crantzii,AM; others not addressed,
Potentilla crantzii,AM; others not addressed,
Potentilla crantzii,AM; others not addressed,
Potentilla crantzii,AM; others not addressed,
Potentilla crantzii,AM; others not addressed,
Potentilla crantzii,AM; others not addressed,
Potentilla crantzii,AM; others not addressed,
Potentilla crantzii,AM; others not addressed,
Potentilla crantzii,AM; others not addressed,
Potentilla crantzii,AM; others not addressed,
Potentilla crantzii,AM; others not addressed,
Potentilla crantzii,AM; others not addressed,
Potentilla crantzii,AM; others not addressed,
Potentilla crantzii,AM; others not addressed,
Potentilla crantzii,non-mycorrhizal (checked for all types),
Potentilla crantzii,non-mycorrhizal (checked for all types),
Potentilla crantzii,AM; no others,
Potentilla crantzii,AM; others not addressed,
Potentilla crantzii,AM; others not addressed,
Potentilla crantzii,AM; no others,
Potentilla crantzii,AM; others not addressed,
Potentilla crantzii,AM; others not addressed,
Potentilla crantzii,AM; others not addressed,
Potentilla crantzii,AM; others not addressed,
Potentilla crantzii,AM; no others,
Potentilla crantzii,AM; no others,
Potentilla crantzii,non-EcM; others not addressed,
Potentilla discolor,AM; others not addressed,
Potentilla discolor,AM; others not addressed,
Potentilla diversifolia,AM; others not addressed,
Potentilla diversifolia,non-mycorrhizal (checked for all types),
Potentilla diversifolia,AM; no others,
Potentilla effusa,AM; no others,
Potentilla erecta,AM; others not addressed,
Potentilla erecta,AM; others not addressed,
Potentilla erecta,AM; others not addressed,
Potentilla erecta,AM; others not addressed,
Potentilla erecta,AM; others not addressed,
Potentilla erecta,AM; others not addressed,
Potentilla erecta,AM; no others,
Potentilla erecta,AM; no others,
Potentilla erecta,AM; others not addressed,
Potentilla erecta,non-AM; others not addressed,
Potentilla erecta,AM; others not addressed,
Potentilla erecta,AM; others not addressed,
Potentilla erecta,non-mycorrhizal (checked for all types),
Potentilla erecta,AM; others not addressed,
Potentilla erecta,non-mycorrhizal (checked for all types),
Potentilla erecta,AM; others not addressed,
Potentilla erecta,non-mycorrhizal (checked for all types),
Potentilla erecta,AM; others not addressed,
Potentilla erecta,AM; others not addressed,
Potentilla erecta,AM; others not addressed,
Potentilla erecta,AM; others not addressed,
Potentilla erecta,AM; others not addressed,
Potentilla erecta,AM; others not addressed,
Potentilla evestita,AM; others not addressed,
Potentilla evestita,AM; others not addressed,
Potentilla evestita,AM; others not addressed,
Potentilla fissa,AM; others not addressed,
Potentilla flabellata,AM; others not addressed,
Potentilla flabellata,AM; others not addressed,
Potentilla flabellata,AM; others not addressed,
Potentilla flabellifolia,EcM; others not addressed,
Potentilla flagellaris,AM; others not addressed,
Potentilla fragarioides,non-AM; others not addressed,
Potentilla gerardiana,AM; others not addressed,
Potentilla glabrata,AM; others not addressed,
Potentilla glabrata,AM; others not addressed,
Potentilla gracilis,AM; no others,
Potentilla grandiflora,AM; others not addressed,
Potentilla grandiflora,AM; others not addressed,
Potentilla grisea,AM; others not addressed,
Potentilla hololeuca,AM; others not addressed,
Potentilla hookeriana,AM; others not addressed,
Potentilla humifusa,AM; others not addressed,
Potentilla humifusa,AM; others not addressed,
Potentilla hyparctica,AM; no others,
Potentilla hyparctica,EcM; no others,
Potentilla incana,AM; no others,
Potentilla inclinata,AM; others not addressed,
Potentilla inclinata,AM; others not addressed,
Potentilla kleiniana,AM; others not addressed,
Potentilla nivea,AM; others not addressed,
Potentilla nivea,AM; others not addressed,
Potentilla nivea,AM; others not addressed,
Potentilla nivea,non-mycorrhizal (checked for all types),
Potentilla nordmanniana,AM; others not addressed,
Potentilla ovina,AM; no others,
Potentilla ovina,AM; no others,
Potentilla ovina,AM; no others,
Potentilla pamirica,AM; others not addressed,
Potentilla pamiroalaica,AM; others not addressed,
Potentilla pamiroalaica,AM; others not addressed,
Potentilla pedata,AM; others not addressed,
Potentilla pinnatisecta,non-mycorrhizal (checked for all types),
Potentilla plattensis,AM; others not addressed,
Potentilla pulchella,AM; others not addressed,
Potentilla recta,AM; others not addressed,
Potentilla recta ,AM; others not addressed,
Potentilla reptans,AM; others not addressed,
Potentilla reptans,AM; others not addressed,
Potentilla reptans,AM; no others,
Potentilla simplex,AM; no others,
Potentilla sterilis,AM; others not addressed,
Potentilla sterilis,AM; others not addressed,
Potentilla stipularis,AM; others not addressed,
Potentilla supina,AM; others not addressed,
Potentilla supina,non-AM; others not addressed,
Potentilla supina,AM; no others,
Potentilla supina,AM; others not addressed,
Potentilla tabernaemontani,AM; others not addressed,
Potentilla tabernaemontani,AM; others not addressed,
Potentilla tephroleuca,AM; others not addressed,
Potentilla vahliana,EcM; no others,
Potentilla vvedenskyi,AM; others not addressed,
Pothos,AM; others not addressed,
Pourouma,AM; others not addressed,
Pourouma ,AM; no others,
Pourouma bicolor,AM; no others,
Pourouma guianensis,AM; no others,
Pouteria ,AM; no others,
Pouteria adolfi-friedericii,AM; others not addressed,
Pouteria adolfi-friedericii,AM; others not addressed,
Pouteria ambelaniifolia,AM; no others,
Pouteria campechiana,AM; others not addressed,
Pouteria cladantha,AM; others not addressed,
Pouteria elegans,AM; no others,
Pouteria glomerata,AM; no others,
Pouteria guianensis,AM; no others,
Pouteria pierrei,AM; others not addressed,
Pouteria sagotiana,AM; others not addressed,
Pouteria surumuensis,AM; no others,
Pouteria ucuqui,AM; others not addressed,
Pouteria williamii,AM; no others,
Pouzolzia auriculata,non-AM; others not addressed,
Pouzolzia sanguinea,AM; others not addressed,
Pouzolzia zeylanica,non-AM; others not addressed,
Pouzolzia zeylanica,non-AM; others not addressed,
Pouzolzia zeylanica,non-mycorrhizal (checked for all types),
Pouzolzia zeylanica,non-mycorrhizal (checked for all types),
Pouzolzia zeylanica,non-mycorrhizal (checked for all types),
Pozoa coriacea,AM; no others,
Pradosia ptychandra,AM; others not addressed,
Pradosia schomburgkiana,AM; others not addressed,
Prangos odontalgica,AM; others not addressed,
Prangos odontalgica,AM; others not addressed,
Prangos pabularia,AM; others not addressed,
Prangos pabularia,AM; others not addressed,
Prangos uloptera,AM; others not addressed,
Prasium majus,AM; others not addressed,
Prasium majus,AM; no others,
Prasium majus,AM; no others,
Praxelis pauciflora,AM; others not addressed,
Premna microphylla,AM; others not addressed,
Premna serratifolia,non-AM; others not addressed,
Prenanthes petiolata,AM; others not addressed,
Prenanthes purpurea,AM; no others,
Prestoea acuminata var. montana,AM; no others,
Priestleya sericea,AM; no others,
Primula algida,AM; others not addressed,
Primula algida,AM; others not addressed,
Primula algida,AM; others not addressed,
Primula algida,AM; others not addressed,
Primula algida,AM; others not addressed,
Primula algida,AM; others not addressed,
Primula algida,AM; others not addressed,
Primula algida,non-mycorrhizal (checked for all types),
Primula algida,non-mycorrhizal (checked for all types),
Primula algida,AM; others not addressed,
Primula algida,AM; others not addressed,
Primula algida,AM; others not addressed,
Primula algida,AM; others not addressed,
Primula algida,AM; others not addressed,
Primula algida,non-mycorrhizal (checked for all types),
Primula amoena,AM; others not addressed,
Primula amoena,AM; others not addressed,
Primula amoena,AM; others not addressed,
Primula amoena,AM; others not addressed,
Primula amoena,non-mycorrhizal (checked for all types),
Primula amoena,non-mycorrhizal (checked for all types),
Primula amoena,AM; others not addressed,
Primula auriculata,AM; others not addressed,
Primula auriculata,AM; no others,
Primula bayernii,AM; others not addressed,
Primula bayernii,AM; others not addressed,
Primula elatior,AM; no others,
Primula elatior,AM; no others,
Primula elatior,AM; others not addressed,
Primula elatior,AM; others not addressed,
Primula elatior,AM; others not addressed,
Primula elatior,AM; others not addressed,
Primula elatior,AM; others not addressed,
Primula elatior,AM; others not addressed,
Primula elatior subpallasii,non-mycorrhizal (checked for all types),
Primula elatior subpallasii,AM; others not addressed,
Primula farinosa,AM; others not addressed,
Primula farinosa,AM; others not addressed,
Primula glutinosa,non-AM; others not addressed,
Primula japonica,AM; others not addressed,
Primula matthioli,AM; others not addressed,
Primula matthioli,AM; others not addressed,
Primula meyeri,AM; others not addressed,
Primula minima,AM; no others,
Primula minima,AM; others not addressed,
Primula minima,AM; others not addressed,
Primula obconica,AM; others not addressed,
Primula olgae,AM; others not addressed,
Primula ossetica,non-mycorrhizal (checked for all types),
Primula pseudoelatior,non-mycorrhizal (checked for all types),
Primula ruprechtii,non-mycorrhizal (checked for all types),
Primula ruprechtii,non-mycorrhizal (checked for all types),
Primula veris,AM; others not addressed,
Primula veris,non-mycorrhizal (checked for all types),
Primula veris,AM; others not addressed,
Primula veris,AM; others not addressed,
Primula veris,AM; others not addressed,
Primula veris submacrocalyx,AM; others not addressed,
Primula veris submacrocalyx,AM; others not addressed,
Primula veris submacrocalyx,AM; others not addressed,
Primula veris submacrocalyx,AM; others not addressed,
Primula veris submacrocalyx,AM; others not addressed,
Primula veris submacrocalyx,AM; others not addressed,
Primula veris submacrocalyx,AM; others not addressed,
Primula veris submacrocalyx,AM; others not addressed,
Primula vulgaris,AM; others not addressed,
Primula vulgaris,AM; others not addressed,
Pringlea antiscorbutica,AM; others not addressed,
Pringlea antiscorbutica,non-mycorrhizal (checked for all types),
Prinsepia sinensis,AM; others not addressed,
Prinsepia sinensis,non-mycorrhizal (checked for all types),
Prinsepia utilis,AM; others not addressed,
Prioria copaifera,AM; others not addressed,
Prioria oxyphylla,AM; no others,
Prismatomeris tetrandra,AM; others not addressed,
Prismatomeris tetrandra,AM; others not addressed,
Priva cordifolia,non-AM; others not addressed,
Priva lappulacea,AM; others not addressed,
Proboscidea louisianica,AM; no others,
Pronephrium gymnopteridifrons,AM; others not addressed,
Pronephrium simplex,AM; others not addressed,
Prosartes trachycarpa,AM; others not addressed,
Proserpinaca palustris,AM; others not addressed,
Proserpinaca palustris,AM; others not addressed,
Prosopis,"EcM,AM",
Prosopis alba,AM; no others,
Prosopis alba,AM; others not addressed,
Prosopis articulata,AM; others not addressed,
Prosopis articulata,AM; no others,
Prosopis chilensis,AM; others not addressed,
Prosopis chilensis,AM; others not addressed,
Prosopis chilensis,AM; others not addressed,
Prosopis chilensis,AM; others not addressed,
Prosopis cineraria,AM; others not addressed,
Prosopis cineraria,AM; others not addressed,
Prosopis cineraria,AM; others not addressed,
Prosopis cineraria,non-mycorrhizal (checked for all types),
Prosopis cineraria,AM; others not addressed,
Prosopis cineraria,non-mycorrhizal (checked for all types),
Prosopis glandulosa,AM; others not addressed,
Prosopis juliflora,AM; others not addressed,
Prosopis juliflora,AM; others not addressed,
Prosopis juliflora,AM; others not addressed,
Prosopis juliflora,AM; others not addressed,
Prosopis juliflora,AM; others not addressed,
Prosopis juliflora,AM; no others,
Prosopis juliflora,AM; others not addressed,
Prosopis juliflora,AM; others not addressed,
Prosopis juliflora,AM; others not addressed,
Prosopis juliflora,AM; no others,
Prosopis juliflora,AM; no others,
Prosopis juliflora,non-mycorrhizal (checked for all types),
Prosopis laevigata,AM; others not addressed,
Prosopis nigra,AM; no others,
Prosopis nigra,AM; others not addressed,
Prosopis pallida,AM; others not addressed,
Prosopis stephaniana,AM; others not addressed,
Prosopis torquata,AM; others not addressed,
Prospero autumnale,AM; others not addressed,
Prostanthera aspalathoides,AM; no others,
Protea burchellii,non-mycorrhizal (checked for all types),
Protea scolymocephala,non-mycorrhizal (checked for all types),
Protium,AM; others not addressed,
Protium ,AM; no others,
Protium altsonii,AM; others not addressed,
Protium carolense,AM; no others,
Protium carolense,AM; no others,
Protium crenatum,AM; no others,
Protium decandrum,AM; no others,
Protium giganteum,AM; no others,
Protium guianense,AM; others not addressed,
Protium pedicellatum,AM; others not addressed,
Protium sagotianum,AM; others not addressed,
Protium serratum,AM; no others,
Protium serratum,AM; no others,
Protomegabaria stapfiana,AM; no others,
Prumnopitys andina,AM; others not addressed,
Prumnopitys ferruginea,AM; others not addressed,
Prumnopitys ferruginea,AM; others not addressed,
Prumnopitys ferruginea,AM; others not addressed,
Prumnopitys ferruginea,AM; others not addressed,
Prumnopitys ladei,AM; no others,
Prumnopitys taxifolia,AM; no others,
Prumnopitys taxifolia,AM; others not addressed,
Prunella vulgaris,AM; others not addressed,
Prunella vulgaris,AM; others not addressed,
Prunella vulgaris,AM; others not addressed,
Prunella vulgaris,AM; others not addressed,
Prunella vulgaris,AM; others not addressed,
Prunella vulgaris,AM; no others,
Prunella vulgaris,AM; others not addressed,
Prunella vulgaris,AM; others not addressed,
Prunella vulgaris,AM; others not addressed,
Prunella vulgaris,AM; others not addressed,
Prunella vulgaris,AM; no others,
Prunella vulgaris,AM; no others,
Prunella vulgaris,AM; no others,
Prunella vulgaris,AM; no others,
Prunella vulgaris,AM; no others,
Prunella vulgaris,AM; others not addressed,
Prunella vulgaris,AM; others not addressed,
Prunella vulgaris,AM; others not addressed,
Prunella vulgaris,AM; others not addressed,
Prunella vulgaris,AM; others not addressed,
Prunella vulgaris,AM; others not addressed,
Prunella vulgaris,AM; others not addressed,
Prunella vulgaris,AM; others not addressed,
Prunella vulgaris,non-mycorrhizal (checked for all types),
Prunella vulgaris,AM; others not addressed,
Prunella vulgaris,AM; others not addressed,
Prunella vulgaris,AM; others not addressed,
Prunella vulgaris,AM; others not addressed,
Prunella vulgaris,AM; others not addressed,
Prunella vulgaris,non-mycorrhizal (checked for all types),
Prunella vulgaris,AM; no others,
Prunella vulgaris subasiatica,AM; others not addressed,
Prunella vulgaris subasiatica,AM; others not addressed,
Prunus,AM; others not addressed,
Prunus africana,AM; others not addressed,
Prunus africana,AM; others not addressed,
Prunus alleghaniensis,AM; others not addressed,
Prunus americana,EcM; no others,
Prunus arborea,AM; no others,
Prunus arborea var. montana,AM; others not addressed,
Prunus armeniaca,AM; others not addressed,
Prunus avium,AM; others not addressed,
Prunus avium,AM; others not addressed,
Prunus avium,AM; others not addressed,
Prunus avium,AM; others not addressed,
Prunus avium,AM; others not addressed,
Prunus avium,AM; others not addressed,
Prunus avium,AM; others not addressed,
Prunus avium,AM; others not addressed,
Prunus avium,EcM; others not addressed,
Prunus avium,non-mycorrhizal (checked for all types),
Prunus avium,AM; others not addressed,
Prunus avium,AM; others not addressed,
Prunus avium,AM; others not addressed,
Prunus avium,EcM; others not addressed,
Prunus avium,AM; others not addressed,
Prunus avium,AM; others not addressed,
Prunus avium,EcM; others not addressed,
Prunus avium,AM; others not addressed,
Prunus avium,EcM; others not addressed,
Prunus avium,AM; others not addressed,
Prunus avium,AM; others not addressed,
Prunus besseyi,AM; others not addressed,
Prunus brachypoda,AM; others not addressed,
Prunus bucharica,AM; others not addressed,
Prunus buergeriana,AM; others not addressed,
Prunus campanulata,AM; no others,
Prunus cerasifera,EcM; others not addressed,
Prunus cerasifera,AM; others not addressed,
Prunus cerasifera,AM; others not addressed,
Prunus cerasifera,AM; no others,
Prunus cerasoides,AM; no others,
Prunus cerasus,EcM; others not addressed,
Prunus davidiana,AM; others not addressed,
Prunus davidiana,AM; others not addressed,
Prunus davidiana,AM; others not addressed,
Prunus dielsiana,AM; others not addressed,
Prunus domestica,AM; no others,
Prunus domestica,non-mycorrhizal (checked for all types),
Prunus domestica,AM; others not addressed,
Prunus erythrocarpa,AM; others not addressed,
Prunus erythrocarpa,non-mycorrhizal (checked for all types),
Prunus erythrocarpa,non-mycorrhizal (checked for all types),
Prunus fruticosa,AM; others not addressed,
Prunus fruticosa,AM; others not addressed,
Prunus fruticosa,AM; others not addressed,
Prunus fruticosa,EcM; others not addressed,
Prunus glandulosa,AM; others not addressed,
Prunus grisea,AM; others not addressed,
Prunus japonica,AM; others not addressed,
Prunus japonica,AM; others not addressed,
Prunus laurocerasus,EcM; others not addressed,
Prunus laurocerasus,EcM; others not addressed,
Prunus maackii,AM; others not addressed,
Prunus maackii,AM; others not addressed,
Prunus maackii,non-mycorrhizal (checked for all types),
Prunus mahaleb,AM; others not addressed,
Prunus mahaleb,AM; others not addressed,
Prunus mahaleb,AM; others not addressed,
Prunus mahaleb,AM; others not addressed,
Prunus mahaleb,AM; others not addressed,
Prunus mandshurica,non-mycorrhizal (checked for all types),
Prunus maritima,AM; others not addressed,
Prunus maritima,AM; others not addressed,
Prunus maximowiczii,non-mycorrhizal (checked for all types),
Prunus microcarpa,EcM; others not addressed,
Prunus microcarpa,EcM; others not addressed,
Prunus mongolica,AM; others not addressed,
Prunus mume,AM; others not addressed,
Prunus mume,AM; others not addressed,
Prunus mume,AM; others not addressed,
Prunus mume,AM; others not addressed,
Prunus mume,AM; others not addressed,
Prunus mume,AM; others not addressed,
Prunus mume,AM; others not addressed,
Prunus mume,AM; others not addressed,
Prunus mume,AM; others not addressed,
Prunus mume,AM; others not addressed,
Prunus mume,AM; others not addressed,
Prunus mume,AM; others not addressed,
Prunus mume,AM; others not addressed,
Prunus mume,AM; others not addressed,
Prunus mume,AM; others not addressed,
Prunus mume,AM; others not addressed,
Prunus occidentalis,AM; others not addressed,
Prunus padus,AM; others not addressed,
Prunus padus,AM; others not addressed,
Prunus padus,"EcM,AM",
Prunus padus,EcM; others not addressed,
Prunus padus,AM; others not addressed,
Prunus padus,EcM; others not addressed,
Prunus padus,AM; others not addressed,
Prunus padus,non-EcM; others not addressed,
Prunus pensylvanica,AM; others not addressed,
Prunus pensylvanica,AM; others not addressed,
Prunus pensylvanica,AM; no others,
Prunus pensylvanica,AM; no others,
Prunus pensylvanica,EcM; no others,
Prunus persica,"EcM,AM",
Prunus persica,AM; others not addressed,
Prunus persica,AM; others not addressed,
Prunus persica,AM; others not addressed,
Prunus persica,AM; others not addressed,
Prunus pseudocerasus,AM; others not addressed,
Prunus pseudocerasus,AM; others not addressed,
Prunus pumila,non-mycorrhizal (checked for all types),
Prunus salicina,AM; others not addressed,
Prunus sellowii,AM; others not addressed,
Prunus sellowii,AM; others not addressed,
Prunus sellowii,non-mycorrhizal (checked for all types),
Prunus serotina,AM; others not addressed,
Prunus serotina,EcM; others not addressed,
Prunus serotina,AM; no others,
Prunus serotina,AM; no others,
Prunus serotina,AM; no others,
Prunus serotina,AM; no others,
Prunus serotina,AM; others not addressed,
Prunus serotina,non-EcM; others not addressed,
Prunus serrulata,AM; others not addressed,
Prunus serrulata,non-mycorrhizal (checked for all types),
Prunus sibirica,AM; others not addressed,
Prunus spinosa,EcM; others not addressed,
Prunus spinosa,AM; no others,
Prunus spinosa,non-mycorrhizal (checked for all types),
Prunus spinosa,non-mycorrhizal (checked for all types),
Prunus spinosa,AM; others not addressed,
Prunus spinosa,AM; others not addressed,
Prunus spinosa,non-EcM; others not addressed,
Prunus spinosissima,AM; others not addressed,
Prunus tenella,AM; others not addressed,
Prunus tenella,AM; others not addressed,
Prunus tomentosa,AM; others not addressed,
Prunus triloba,AM; others not addressed,
Prunus ussuriensis,AM; others not addressed,
Prunus ussuriensis,AM; others not addressed,
Prunus ussuriensis,AM; others not addressed,
Prunus ussuriensis,non-mycorrhizal (checked for all types),
Prunus virginiana,AM; others not addressed,
Prunus virginiana,AM; others not addressed,
Prunus virginiana,EcM; no others,
Prunus vulgaris,AM; others not addressed,
Prunus vulgaris,EcM; others not addressed,
Prunus vulgaris,AM; no others,
Prunus vulgaris,AM; no others,
Prunus x cistena,non-EcM; others not addressed,
Prunus zippeliana,AM; others not addressed,
Psathyrostachys juncea,non-mycorrhizal (checked for all types),
Psathyrostachys juncea,AM; others not addressed,
Psathyrostachys juncea,non-mycorrhizal (checked for all types),
Psathyrostachys juncea,non-mycorrhizal (checked for all types),
Psephellus caucasicus,AM; others not addressed,
Psephellus caucasicus,AM; others not addressed,
Psephellus hypoleucus,AM; others not addressed,
Psephellus maleevii,AM; others not addressed,
Psephellus sibiricus,AM; others not addressed,
Psephellus sibiricus,AM; others not addressed,
Psephellus sibiricus,AM; no others,
Pseudarthria viscida,AM; others not addressed,
Pseudarthria viscida,non-AM; others not addressed,
Pseuderanthemum,AM; no others,
Pseuderanthemum carruthersii,non-mycorrhizal (checked for all types),
Pseuderanthemum latifolium,AM; others not addressed,
Pseuderanthemum latifolium,AM; others not addressed,
Pseuderanthemum latifolium,AM; others not addressed,
Pseuderanthemum latifolium,AM; others not addressed,
Pseuderucaria teretifolia,non-mycorrhizal (checked for all types),
Pseudobombax grandiflorum,AM; others not addressed,
Pseudobombax grandiflorum,AM; others not addressed,
Pseudobombax munguba,AM; no others,
Pseudocamelina glaucophylla,non-mycorrhizal (checked for all types),
Pseudoclausia turkestanica,non-mycorrhizal (checked for all types),
Pseudocyclosorus ochthodes,AM; others not addressed,
Pseudocyclosorus xylodes,AM; others not addressed,
Pseudocyclosorus xylodes,AM; others not addressed,
Pseudocyclosorus xylodes,AM; others not addressed,
Pseudofortuynia esfandiarii,non-mycorrhizal (checked for all types),
Pseudofumaria lutea,non-mycorrhizal (checked for all types),
Pseudohandelia umbellifera,AM; others not addressed,
Pseudolachnostylis maprouneifolia,AM; no others,
Pseudolachnostylis maprouneifolia,AM; no others,
Pseudolarix amabilis,EcM; others not addressed,
Pseudolarix amabilis,EcM; others not addressed,
Pseudolmedia spuria,AM; others not addressed,
Pseudolmedia spuria,AM; others not addressed,
Pseudomuscari pallens,AM; others not addressed,
Pseudopanax crassifolius,AM; others not addressed,
Pseudopanax crassifolius,AM; others not addressed,
