,species,mycorrhiza
935,Adiantum raddianum,AM
936,Adiantum raddianum,AM
937,Adiantum raddianum,AM
938,Adiantum raddianum,AM
939,Adiantum raddianum,AM
940,Adiantum raddianum,AM
941,Adiantum trapeziforme,nm
942,Adiantum zollingeri,AM
943,Adonis aestivalis,AM
944,Adonis aestivalis subparviflora,AM
945,Adonis amurensis,AM
946,Adonis turkestanica,AM
947,Adonis turkestanica,AM
948,Adonis vernalis,AM
949,Adonis vernalis,AM
950,Adonis vernalis,AM
951,Adoxa moschatellina,AM
952,Adoxa moschatellina,AM
953,Adoxa moschatellina,nm
954,Adoxa moschatellina,nm
955,Adoxa moschatellina,nm
956,Adoxa moschatellina,nm
957,Adoxa moschatellina,AM
958,Adoxa moschatellina,nm
959,Adoxa moschatellina,nm
960,Adoxa moschatellina,nm
961,Adoxa moschatellina,nm
962,Aechmea,nm
963,Aechmea calyculata,nm
964,Aechmea calyculata,nm
965,Aechmea caudata,nm
966,Aechmea caudata,nm
967,Aechmea nudicaulis,nm
968,Aechmea recurvata,nm
969,Aechmea stelligera,nm
970,Aegialitis rotundifolia,nm
971,Aegiceras corniculatum,non-AM
972,Aegiceras corniculatum,AM
973,Aegiceras corniculatum,AM
974,Aegiceras corniculatum,AM
975,Aegiceras corniculatum,AM
976,Aegiceras corniculatum,non-AM
977,Aegiceras corniculatum,AM
978,Aegiceras corniculatum,AM
979,Aegiceras corniculatum,non-AM
980,Aegiceras corniculatum,non-AM
981,Aegiceras corniculatum,AM
982,Aegiceras corniculatum,AM
983,Aegiceras corniculatum,AM
984,Aegiceras corniculatum,nm
985,Aegiceras corniculatum,AM
986,Aegiceras corniculatum,AM
987,Aegiceras corniculatum,AM
988,Aegiceras corniculatum,AM
989,Aegiceras corniculatum,AM
990,Aegiceras corniculatum,AM
991,Aegiceras corniculatum,AM
992,Aegilops crassa,AM
993,Aegilops crassa,AM
994,Aegilops cylindrica,nm
995,Aegilops cylindrica,nm
996,Aegilops juvenalis,AM
997,Aegilops speltoides,AM
998,Aegilops speltoides,AM
999,Aegilops tauschii,AM
1000,Aegilops tauschii,AM
1001,Aegilops tauschii,AM
1002,Aegilops triuncialis,AM
1003,Aegilops triuncialis,nm
1004,Aegilops triuncialis,nm
1005,Aegiphila sellowiana,AM
1006,Aegiphila sellowiana,AM
1007,Aegiphila sellowiana,AM
1008,Aegiphila verticillata,AM
1009,Aegiphila verticillata,AM
1010,Aegle marmelos,AM
1011,Aegle marmelos,non-AM
1012,Aegle marmelos,AM
1013,Aegle marmelos,AM
1014,Aegle marmelos,AM
1015,Aegle marmelos,AM
1016,Aegle marmelos,AM
1017,Aegle marmelos,AM
1018,Aegle marmelos,AM
1019,Aegopodium alpestre,AM
1020,Aegopodium alpestre,AM
1021,Aegopodium podagraria,AM
1022,Aegopodium podagraria,AM
1023,Aegopodium podagraria,AM
1024,Aegopodium podagraria,AM
1025,Aegopodium podagraria,AM
1026,Aegopodium podagraria,AM
1027,Aegopodium podagraria,AM
1028,Aegopodium podagraria,AM
1029,Aegopodium podagraria,AM
1030,Aegopodium podagraria,AM
1031,Aegopodium podagraria,AM
1032,Aegopodium podagraria,AM
1033,Aegopodium podagraria,AM
1034,Aegopodium podagraria,AM
1035,Aegopodium podagraria,AM
1036,Aegopodium podagraria,AM
1037,Aegopodium podagraria,AM
1038,Aegopodium podagraria,AM
1039,Aegopodium podagraria,AM
1040,Aegopodium podagraria,nm
1041,Aegopodium podagraria,AM
1042,Aegopodium podagraria,AM
1043,Aegopodium podagraria,nm
1044,Aegopodium podagraria,nm
1045,Aegopodium podagraria,AM
1046,Aegopodium podagraria,AM
1047,Aegopodium podagraria,AM
1048,Aegopodium podagraria,AM
1049,Aegopodium podagraria,AM
1050,Aeluropus lagopoides,non-AM
1051,Aeluropus lagopoides,nm
1052,Aeluropus lagopoides,nm
1053,Aeluropus littoralis,AM
1054,Aeluropus littoralis,AM
1055,Aeonium decorum,AM
1056,Aerva javanica,non-AM
1057,Aerva javanica,non-AM
1058,Aerva javanica,AM
1059,Aerva javanica,nm
1060,Aerva javanica,AM
1061,Aerva javanica,nm
1062,Aerva javanica,nm
1063,Aerva javanica,AM
1064,Aerva javanica,AM
1065,Aerva javanica,AM
1066,Aerva javanica var. bovei,nm
1067,Aerva lanata,non-AM
1068,Aerva lanata,nm
1069,Aerva lanata,non-AM
1070,Aerva lanata,nm
1071,Aerva lanata,nm
1072,Aerva lanata,nm
1073,Aerva sanguinolenta,AM
1074,Aeschynomene americana,AM
1075,Aeschynomene americana,AM
1076,Aeschynomene americana,AM
1077,Aeschynomene americana,AM
1078,Aeschynomene aspera,non-AM
1079,Aeschynomene aspera,AM
1080,Aeschynomene aspera,AM
1081,Aeschynomene indica,AM
1082,Aeschynomene indica,AM
1083,Aeschynomene indica,AM
1084,Aeschynomene indica,AM
1085,Aeschynomene indica,AM
1086,Aesculus chinensis,AM
1087,Aesculus hippocastanum,AM
1088,Aesculus hippocastanum,AM
1089,Aesculus hippocastanum,AM
1090,Aesculus hippocastanum,nm
1091,Aesculus hippocastanum,AM
1092,Aesculus hippocastanum,AM
1093,Aesculus hippocastanum,non-EcM
1094,Aesculus turbinata,AM
1095,Aethionema carneum,nm
1096,Aethionema cordatum,AM
1097,Aethionema fimbriatum,nm
1098,Aethionema grandiflorum,AM
1099,Aethionema rotundifolium,nm
1100,Aethionema saxatile,nm
1101,Aethionema trinervium,nm
1102,Aethionema virgatum,nm
1103,Aethusa cynapium,AM
1104,Aethusa cynapium subelata,AM
1105,Aextoxicon punctatum,ErM
1106,Afrocarpus falcatus,AM
1107,Afrocarpus falcatus,AM
1108,Afrocarpus falcatus,AM
1109,Afrocarpus falcatus,non-EcM
1110,Afrocarpus falcatus,AM
1111,Afrocarpus gracilior,AM
1112,Afrocarpus gracilior,AM
1113,Afrocarpus gracilior,AM
1114,Afrothismia amietii,AM
1115,Afrothismia baerae,AM
1116,Afrothismia gesnerioides,AM
1117,Afrothismia hydra,AM
1118,Afrothismia insignis,AM
1119,Afrothismia korupensis,AM
1120,Afrothismia mhoroana,AM
1121,Afrothismia saingei,AM
1122,Afrothismia winkleri,AM
1123,Afzelia africana,EcM
1124,Afzelia africana,EcM
1125,Afzelia africana,AM
1126,Afzelia africana,EcM
1127,Afzelia africana,EcM
1128,Afzelia africana,nm
1129,Afzelia africana,EcM
1130,Afzelia africana,EcM
1131,Afzelia bella,EcM
1132,Afzelia bella,EcM
1133,Afzelia bella,EcM
1134,Afzelia bipindensis,EcM
1135,Afzelia bipindensis,dual
1136,Afzelia bipindensis,dual
1137,Afzelia bipindensis,EcM
1138,Afzelia bipindensis,EcM
1139,Afzelia bracteata,EcM
1140,Afzelia pachyloba,dual
1141,Afzelia pachyloba,dual
1142,Afzelia quanzensis,EcM
1143,Afzelia quanzensis,EcM
1144,Afzelia xylocarpa,EcM
1145,Afzelia xylocarpa,EcM
1146,Afzelia xylocarpa,EcM
1147,Aganosma,AM
1148,Agarista revoluta,AM
1149,Agathis australis,AM
1150,Agathis australis,AM
1151,Agathis australis,AM
1152,Agathis australis,AM
1153,Agathis borneensis,AM
1154,Agathis dammara,AM
1155,Agathis lanceolata,AM
1156,Agathis macrophylla,AM
1157,Agathis moorei,AM
1158,Agathis robusta,AM
1159,Agathis robusta,AM
1160,Agathis robusta,AM
1161,Agathis robusta,AM
1162,Agathis robusta,AM
1163,Agathis robusta,AM
1164,Agathis robusta,AM
1165,Agathis robusta,AM
1166,Agathis robusta,AM
1167,Agathosma capensis,AM
1168,Agathosma collina,AM
1169,Agathosma collina,AM
1170,Agathosma gonaquensis,AM
1171,Agathosma gonaquensis,AM
1172,Agathosma imbricata,AM
1173,Agathosma ovata,AM
1174,Agathosma ovata,AM
1175,Agathosma ovata,AM
1176,Agave americana,AM
1177,Agave americana,AM
1178,Agave americana,AM
1179,Agave americana,nm
1180,Agave datylio,AM
1181,Agave datylio,AM
1182,Agave deserti,AM
1183,Agave deserti,AM
1184,Agave marmorata,AM
1185,Agave salmiana,AM
1186,Agave sisalana,AM
1187,Agave univittata,AM
1188,Agave vivipara,non-AM
1189,Ageratina adenophora,AM
1190,Ageratina adenophora,AM
1191,Ageratina espinosarum,AM
1192,Ageratum conyzoides,AM
1193,Ageratum conyzoides,AM
1194,Ageratum conyzoides,AM
1195,Ageratum conyzoides,AM
1196,Ageratum conyzoides,AM
1197,Ageratum conyzoides,AM
1198,Ageratum conyzoides,AM
1199,Ageratum conyzoides,AM
1200,Ageratum conyzoides,AM
1201,Ageratum conyzoides,nm
1202,Ageratum conyzoides,nm
1203,Ageratum conyzoides,AM
1204,Ageratum conyzoides,AM
1205,Ageratum houstonianum,AM
1206,Aglaia,AM
1207,Aglaia ,AM
1208,Aglaia ,AM
1209,Aglaia edulis,AM
1210,Aglaia edulis,AM
1211,Aglaia elaeagnoidea,non-AM
1212,Aglaia elaeagnoidea,AM
1213,Aglaia glabrata,AM
1214,Aglaia sp,AM
1215,Aglaonema commutatum,AM
1216,Aglaonema modestum,AM
1217,Aglaonema modestum,AM
1218,Aglaonema connatum,AM
1219,Agonis flexuosa,AM
1220,Agonis flexuosa,AM
1221,Agonis flexuosa,dual
1222,Agoseris glauca,AM
1223,Agoseris glauca,AM
1224,Agoseris heterophylla,AM
1225,Agrimonia eupatoria,AM
1226,Agrimonia pilosa,AM
1227,Agrimonia pilosa,AM
1228,Agrimonia pilosa,AM
1229,Agriophyllum squarrosum,nm
1230,Agriophyllum squarrosum,nm
1231,Agriophyllum squarrosum,non-AM
1232,Agriophyllum squarrosum,non-AM
1233,Agriophyllum squarrosum,AM
1234,Agropyron,AM
1235,Agropyron cristatum,AM
1236,Agropyron cristatum,AM
1237,Agropyron cristatum,AM
1238,Agropyron cristatum,AM
1239,Agropyron cristatum,AM
1240,Agropyron cristatum,AM
1241,Agropyron cristatum,AM
1242,Agropyron cristatum,AM
1243,Agropyron cristatum,AM
1244,Agropyron cristatum,AM
1245,Agropyron cristatum,AM
1246,Agropyron cristatum,AM
1247,Agropyron cristatum,AM
1248,Agropyron cristatum,AM
1249,Agropyron cristatum,AM
1250,Agropyron cristatum,AM
1251,Agropyron cristatum,AM
1252,Agropyron cristatum,AM
1253,Agropyron cristatum,AM
1254,Agropyron cristatum,AM
1255,Agropyron cristatum,AM
1256,Agropyron cristatum,AM
1257,Agropyron cristatum,AM
1258,Agropyron desertorum,AM
1259,Agropyron desertorum,AM
1260,Agropyron desertorum,AM
1261,Agropyron fragile,AM
1262,Agropyron fragile,AM
1263,Agropyron fragile,AM
1264,Agropyron fragile,AM
1265,Agropyron mongolicum,AM
1266,Agrostemma githago,nm
1267,Agrostemma githago,nm
1268,Agrostis,nm
1269,Agrostis alpina,AM
1270,Agrostis alpina,AM
1271,Agrostis alpina,AM
1272,Agrostis alpina,AM
1273,Agrostis avenacea,AM
1274,Agrostis canina,AM
1275,Agrostis canina,AM
1276,Agrostis canina,AM
1277,Agrostis canina,AM
1278,Agrostis canina,AM
1279,Agrostis canina,AM
1280,Agrostis canina,AM
1281,Agrostis canina,AM
1282,Agrostis canina,AM
1283,Agrostis canina,nm
1284,Agrostis canina,AM
1285,Agrostis canina,AM
1286,Agrostis canina,AM
1287,Agrostis capillaris,AM
1288,Agrostis capillaris,AM
1289,Agrostis capillaris,AM
1290,Agrostis capillaris,AM
1291,Agrostis capillaris,AM
1292,Agrostis capillaris,AM
1293,Agrostis capillaris,AM
1294,Agrostis capillaris,AM
1295,Agrostis capillaris,AM
1296,Agrostis capillaris,AM
1297,Agrostis capillaris,AM
1298,Agrostis capillaris,AM
1299,Agrostis capillaris,AM
1300,Agrostis capillaris,AM
1301,Agrostis capillaris,AM
1302,Agrostis capillaris,AM
1303,Agrostis capillaris,AM
1304,Agrostis capillaris,AM
1305,Agrostis capillaris,AM
1306,Agrostis capillaris,AM
1307,Agrostis capillaris,AM
1308,Agrostis capillaris,nm
1309,Agrostis capillaris,AM
1310,Agrostis capillaris,AM
1311,Agrostis capillaris,AM
1312,Agrostis capillaris,AM
1313,Agrostis capillaris,AM
1314,Agrostis capillaris,AM
1315,Agrostis capillaris,AM
1316,Agrostis clavata,AM
1317,Agrostis flaccida,AM
1318,Agrostis flaccida,AM
1319,Agrostis gigantea,AM
1320,Agrostis gigantea,AM
1321,Agrostis magellanica,AM
1322,Agrostis magellanica,nm
1323,Agrostis magellanica,nm
1324,Agrostis perennans,AM
1325,Agrostis perennans,AM
1326,Agrostis perennans,AM
1327,Agrostis scabra,AM
1328,Agrostis scabra,AM
1329,Agrostis stolonifera,AM
1330,Agrostis stolonifera,AM
1331,Agrostis stolonifera,AM
1332,Agrostis stolonifera,AM
1333,Agrostis stolonifera,AM
1334,Agrostis stolonifera,AM
1335,Agrostis stolonifera,AM
1336,Agrostis stolonifera,AM
1337,Agrostis stolonifera,AM
1338,Agrostis stolonifera,AM
1339,Agrostis stolonifera,AM
1340,Agrostis stolonifera,AM
1341,Agrostis stolonifera,AM
1342,Agrostis stolonifera,AM
1343,Agrostis stolonifera,AM
1344,Agrostis stolonifera,nm
1345,Agrostis stolonifera,AM
1346,Agrostis stolonifera,AM
1347,Agrostis stolonifera,AM
1348,Agrostis stolonifera,AM
1349,Agrostis stolonifera,nm
1350,Agrostis stolonifera,nm
1351,Agrostis stolonifera,AM
1352,Agrostis stolonifera,AM
1353,Agrostis stolonifera,AM
1354,Agrostis stolonifera,nm
1355,Agrostis stolonifera,AM
1356,Agrostis stolonifera,nm
1357,Agrostis stolonifera,nm
1358,Agrostis stolonifera,AM
1359,Agrostis vinealis,AM
1360,Agrostis vinealis,AM
1361,Agrostis vinealis,AM
1362,Agrostis vinealis,AM
1363,Agrostis vinealis,AM
1364,Agrostis vinealis,AM
1365,Agrostis vinealis,AM
1366,Agrostis vinealis,AM
1367,Agrostis vinealis,AM
1368,Agrostis vinealis,AM
1369,Agrostis vinealis,AM
1370,Agrostis vinealis,AM
1371,Agrostis vinealis,AM
1372,Agrostis vinealis,AM
1373,Agrostis vinealis,AM
1374,Agrostistachys borneensis,nm
1375,Agrostistachys hookeri,AM
1376,Agrostistachys hookeri,AM
1377,Agrostocrinum scabrum,AM
1378,Aidia canthioides,AM
1379,Aidia canthioides,nm
1380,Aidia cochinchinensis,AM
1381,Aidia gardneri,AM
1382,Aidia gardneri,AM
1383,Aidia genipiflora,AM
1384,Aidia racemosa,AM
1385,Ailanthus altissima,AM
1386,Ailanthus altissima,AM
1387,Ailanthus altissima,dual
1388,Ailanthus altissima,AM
1389,Ailanthus altissima,AM
1390,Ailanthus altissima,AM
1391,Ailanthus altissima,AM
1392,Ailanthus altissima,AM
1393,Ailanthus altissima,AM
1394,Ailanthus excelsa,AM
1395,Ailanthus triphysa,AM
1396,Ailanthus triphysa,AM
1397,Ainsliaea apiculata,AM
1398,Ainsliaea aptera,AM
1399,Ainsliaea latifolia,AM
1400,Aira caryophyllea,nm
1401,Aira caryophyllea,nm
1402,Aira caryophyllea,nm
1403,Aira caryophyllea,AM
1404,Aira caryophyllea,AM
1405,Aira caryophyllea,nm
1406,Aira caryophyllea,AM
1407,Aira praecox,nm
1408,Aira praecox,AM
1409,Aizoon sarmentosum,nm
1410,Ajania achilloides,AM
1411,Ajuga decumbens,AM
1412,Ajuga genevensis,AM
1413,Ajuga genevensis,AM
1414,Ajuga orientalis,AM
1415,Ajuga orientalis,AM
1416,Ajuga orientalis,AM
1417,Ajuga orientalis,AM
1418,Ajuga orientalis ,AM
1419,Ajuga pyramidalis,AM
1420,Ajuga reptans,AM
1421,Ajuga reptans,AM
1422,Ajuga reptans,AM
1423,Ajuga reptans,AM
1424,Ajuga reptans,AM
1425,Ajuga reptans,AM
1426,Ajuga reptans,AM
1427,Ajuga reptans,AM
1428,Ajuga reptans,AM
1429,Ajuga reptans,AM
1430,Ajuga reptans,AM
1431,Ajugoides humilis,AM
1432,Akebia quinata,AM
1433,Akebia trifoliata,AM
1434,Akebia trifoliata,AM
1435,Alangium,AM
1436,Alangium chinense,nm
1437,Alangium chinense,AM
1438,Alangium chinense,AM
1439,Alangium platanifolium,AM
1440,Alangium platanifolium,dual
1441,Alangium ridleyi,AM
1442,Alangium salviifolium,AM
1443,Albizia adianthifolia,AM
1444,Albizia amara,AM
1445,Albizia amara,AM
1446,Albizia amara,AM
1447,Albizia chinensis,AM
1448,Albizia coriaria,AM
1449,Albizia corniculata,AM
1450,Albizia falcata,AM
1451,Albizia ferruginea,AM
1452,Albizia ferruginea,AM
1453,Albizia ferruginea,AM
1454,Albizia gummifera,AM
1455,Albizia gummifera,AM
1456,Albizia gummifera,AM
1457,Albizia inundata,AM
1458,Albizia inundata,AM
1459,Albizia julibrissin,AM
1460,Albizia julibrissin,dual
1461,Albizia julibrissin,AM
1462,Albizia kalkora,AM
1463,Albizia kalkora,AM
1464,Albizia kalkora,AM
1465,Albizia lebbeck,non-AM
1466,Albizia lebbeck,AM
1467,Albizia lebbeck,AM
1468,Albizia lebbeck,AM
1469,Albizia lebbeck,AM
1470,Albizia lebbeck,AM
1471,Albizia lebbeck,AM
1472,Albizia lebbeck,AM
1473,Albizia lebbeck,AM
1474,Albizia lebbeck,AM
1475,Albizia lebbeck,AM
1476,Albizia lebbeck,nm
1477,Albizia lebbek,AM
1478,Albizia lucidior,dual
1479,Albizia niopoides var. niopoides,AM
1480,Albizia niopoides var. niopoides,AM
1481,Albizia odoratissima,non-AM
1482,Albizia odoratissima,AM
1483,Albizia odoratissima,AM
1484,Albizia odoratissima,AM
1485,Albizia procera,AM
1486,Albizia procera,AM
1487,Albizia procera,AM
1488,Albizia procera,AM
1489,Albizia procera,AM
1490,Albizia saman,AM
1491,Albizia saman,AM
1492,Albizia saman,AM
1493,Albizia saman,AM
1494,Albizia schimperiana,AM
1495,Albizia schimperiana,AM
1496,Albizia versicolor,AM
1497,Albuca canadensis,AM
1498,Albuca spiralis,AM
1499,Albuca suaveolens,AM
1500,Albuca tenuifolia,AM
1501,Alcea hohenackeri,AM
1502,Alcea nudiflora,AM
1503,Alcea rosea,AM
1504,Alcea rosea,AM
1505,Alchemilla,AM
1506,Alchemilla alpina,AM
1507,Alchemilla alpina,AM
1508,Alchemilla alpina,AM
1509,Alchemilla caucasica,AM
1510,Alchemilla caucasica,AM
1511,Alchemilla caucasica,EcM
1512,Alchemilla caucasica,EcM
1513,Alchemilla caucasica,AM
1514,Alchemilla caucasica,AM
1515,Alchemilla caucasica,AM
1516,Alchemilla debilis,AM
1517,Alchemilla dura,AM
1518,Alchemilla glaucescens,AM
1519,Alchemilla glomerulans,AM
1520,Alchemilla haraldii,AM
1521,Alchemilla leiophylla,AM
1522,Alchemilla monticola,AM
1523,Alchemilla persica,AM
1524,Alchemilla pinnata,AM
1525,Alchemilla retinervis,EcM
1526,Alchemilla retinervis,EcM
1527,Alchemilla retinervis,nm
1528,Alchemilla retinervis,AM
1529,Alchemilla retropilosa,AM
1530,Alchemilla retropilosa,AM
1531,Alchemilla sericata,AM
1532,Alchemilla sericata,AM
1533,Alchemilla sericata,AM
1534,Alchemilla sericata,AM
1535,Alchemilla sericata,AM
1536,Alchemilla sericata,AM
1537,Alchemilla sericata,AM
1538,Alchemilla sericata,AM
1539,Alchemilla sericata,AM
1540,Alchemilla sericata,AM
1541,Alchemilla sericata,AM
1542,Alchemilla sericata,AM
1543,Alchemilla sericata,AM
1544,Alchemilla sericata,AM
1545,Alchemilla sericata,AM
1546,Alchemilla sericata,EcM
1547,Alchemilla sericata,EcM
1548,Alchemilla sericata,AM
1549,Alchemilla sericea,AM
1550,Alchemilla sibirica,AM
1551,Alchemilla sibirica,AM
1552,Alchemilla smirnovii,AM
1553,Alchemilla strictissima,AM
1554,Alchemilla xanthochlora,AM
1555,Alchemilla xanthochlora,AM
1556,Alchemilla xanthochlora,AM
1557,Alchemilla xanthochlora,AM
1558,Alchemilla xanthochlora,AM
1559,Alchemilla xanthochlora,AM
1560,Alchemilla xanthochlora,AM
1561,Alchemilla xanthochlora,AM
1562,Alchemilla xanthochlora,AM
1563,Alchemilla xanthochlora,AM
1564,Alchemilla xanthochlora,AM
1565,Alchemilla xanthochlora,AM
1566,Alchemilla xanthochlora,AM
1567,Alchornea cordifolia,AM
1568,Alchornea discolor,AM
1569,Alchornea glandulosa,AM
1570,Alchornea latifolia,AM
1571,Alchornea tiliifolia,AM
1572,Alchornea tiliifolia,AM
1573,Alchornea tiliifolia,AM
1574,Alchornea tiliifolia,AM
1575,Alchorneopsis floribunda,AM
1576,Alchorneopsis portoricensis,AM
1577,Aldina insignis,EcM
1578,Aldina kunhardtiana,dual
1579,Aldina kunhardtiana,dual
1580,Aldina kunhardtiana,dual
1581,Aldina latifolia,EcM
1582,Aldina latifolia,EcM
1583,Aletris foliata,nm
1584,Aletris spicata,AM
1585,Aleurites cordata,AM
1586,Aleurites moluccana,AM
1587,Aleurites moluccana,AM
1588,Aleurites moluccanus,AM
1589,Aleurites montana,AM
1590,Aleuritopteris farinosa,AM
1591,Aleuritopteris farinosa,AM
1592,Aleuritopteris farinosa,AM
1593,Aleuritopteris pseudofarinosa,AM
1594,Alexgeorgea nitens,AM
1595,Alhagi camelorum,AM
1596,Alhagi camelorum,nm
1597,Alhagi maurorum,AM
1598,Alhagi maurorum,AM
1599,Alhagi maurorum,AM
1600,Alhagi maurorum,AM
1601,Alhagi pseudalhagi,AM
1602,Alhagi sparsifolia,non-AM
1603,Alhagi sparsifolia,AM
1604,Alisma canaliculatum,nm
1605,Alisma lanceolatum,nm
1606,Alisma lanceolatum,AM
1607,Alisma lanceolatum,nm
1608,Alisma plantago-aquatica,nm
1609,Alisma plantago-aquatica,nm
1610,Alisma plantago-aquatica,AM
1611,Alisma plantago-aquatica,AM
1612,Alisma plantago-aquatica,AM
1613,Alisma plantago-aquatica,nm
1614,Alisma plantago-aquatica,AM
1615,Alisma plantago-aquatica,nm
1616,Alisma plantago-aquatica,nm
1617,Alisma plantago-aquatica,AM
1618,Alisma plantago-aquatica ,nm
1619,Alisma plantago-aquatica ,nm
1620,Alisma plantago-aquatica ,nm
1621,Alisma subcordatum,AM
1622,Alisma subcordatum,AM
1623,Alisma triviale,AM
1624,Alisma triviale,AM
1625,Alkanna tinctoria,AM
1626,Allagoptera arenaria,AM
1627,Allamanda blanchetii,AM
1628,Allamanda cathartica,nm
1629,Allamanda schottii,AM
1630,Allantodia alata,AM
1631,Allantodia aspera,AM
1632,Allantodia aspera,AM
1633,Allantodia dilatata,AM
1634,Allantodia doederleinii,AM
1635,Allantodia laxifrons,AM
1636,Allantodia megaphylla,AM
1637,Allantodia spectabilis,AM
1638,Allantodia stenochlamys,AM
1639,Allantoma decandra,AM
1640,Allexis cauliflora,AM
1641,Alliaria petiolata,nm
1642,Alliaria petiolata,nm
1643,Alliaria petiolata,nm
1644,Alliaria petiolata,nm
1645,Alliaria petiolata ,nm
1646,Alliaria petiolata ,nm
1647,Allium,AM
1648,Allium ampeloprasum,AM
1649,Allium amphibolum,AM
1650,Allium angulosum,AM
1651,Allium ascalonicum,AM
1652,Allium atrosanguineum,AM
1653,Allium bidentatum,AM
1654,Allium bidentatum,AM
1655,Allium borszczowii,AM
1656,Allium borszczowii,AM
1657,Allium canadense,AM
1658,Allium carolinianum,AM
1659,Allium caspium,AM
1660,Allium caspium,AM
1661,Allium caspium,AM
1662,Allium cepa,AM
1663,Allium cepa,AM
1664,Allium cepa,AM
1665,Allium cepa,AM
1666,Allium cepa,AM
1667,Allium cepa,AM
1668,Allium cepa,AM
1669,Allium cepa,AM
1670,Allium cepa,AM
1671,Allium cepa,AM
1672,Allium cepa,AM
1673,Allium cepa,AM
1674,Allium cepa,AM
1675,Allium cepa,AM
1676,Allium cernuum,AM
1677,Allium cernuum,AM
1678,Allium cernuum,nm
1679,Allium decipiens,AM
1680,Allium decipiens,AM
1681,Allium decipiens,AM
1682,Allium fedschenkoanum,AM
1683,Allium fetisowii,AM
1684,Allium fetisowii,AM
1685,Allium fistulosum,AM
1686,Allium fistulosum,AM
1687,Allium fistulosum,AM
1688,Allium fistulosum,AM
1689,Allium fistulosum,AM
1690,Allium geyeri,nm
1691,Allium jodanthum,AM
1692,Allium macrostemon,AM
1693,Allium mongolicum,AM
1694,Allium mongolicum,non-AM
1695,Allium obliquum,AM
1696,Allium obliquum,AM
1697,Allium obliquum,AM
1698,Allium obliquum,AM
1699,Allium obliquum,AM
1700,Allium obliquum,AM
1701,Allium obliquum,AM
1702,Allium obliquum,AM
1703,Allium obliquum,AM
1704,Allium obliquum,AM
1705,Allium oleraceum ,AM
1706,Allium oleraceum ,AM
1707,Allium oleraceum ,nm
1708,Allium pallasii,AM
1709,Allium paniculatum,AM
1710,Allium paniculatum,AM
1711,Allium polyrhizum,AM
1712,Allium pseudostrictum,AM
