SITE,PLOT,NVC,Yr
76,14,W4,2
76,15,U16c,2
76,16,W16a,2
77,2,W16a,2
77,3,W16,2
77,4,W10d,2
77,5,W10d,2
77,6,W10d,2
77,7,W16a,2
77,8,W16a,2
77,9,W16a,2
77,10,U16c,2
77,11,H12a,2
77,12,W10d,2
77,13,W10d,2
77,14,W10d,2
77,15,W4,2
78,1,W15a,2
78,2,W15a,2
78,3,W15a,2
78,4,W15,2
78,5,W16b,2
78,6,W16b,2
78,7,W16b,2
78,8,W16a,2
78,9,W16a,2
78,10,W16b,2
78,11,W16b,2
78,12,W15a,2
78,13,W15a,2
78,14,W16b,2
78,15,W16b,2
78,16,W16b,2
79,1,W15a,2
79,4,W10d,2
79,5,W10d,2
79,6,W10c,2
79,7,W10d,2
79,8,W10d,2
79,9,W10d,2
79,10,W10d,2
79,11,W16a,2
79,12,W10d,2
79,13,W15,2
79,14,W6,2
79,15,OV27,2
79,16,W10d,2
80,1,W10b,2
80,2,W10a,2
80,3,W10c,2
80,4,W14,2
80,5,W16b,2
80,6,W10a,2
80,7,W10a,2
80,8,W10a,2
80,9,OV27,2
80,10,W10a,2
80,11,OV27,2
80,12,OV27,2
80,13,W16b,2
80,14,OV27,2
80,15,W15a,2
80,16,W10a,2
81,1,W21,2
81,2,W14,2
81,3,W15c,2
81,4,W14,2
81,5,W10a,2
81,6,OV27d,2
81,7,W21,2
81,8,OV27,2
81,9,OV27,2
81,10,W10,2
81,11,M27,2
81,12,W21,2
81,13,W10,2
81,14,W8d,2
81,15,W21,2
81,16,W10c,2
82,1,W10c,2
82,2,W10c,2
82,3,W10c,2
82,4,W15a,2
82,5,W15,2
82,6,W10d,2
82,8,W15,2
82,9,W10a,2
82,10,W10d,2
82,11,W10c,2
82,12,W10d,2
82,13,W10d,2
82,14,W10d,2
82,15,W14,2
82,16,W10d,2
83,1,W10d,2
83,2,OV27,2
83,3,OV27,2
83,4,OV27,2
83,5,W10,2
83,6,OV27,2
83,7,OV27,2
83,8,OV27,2
83,9,MG7A,2
83,10,MG7A,2
83,11,MG7A,2
83,12,OV27,2
83,13,W6,2
83,14,OV21,2
83,15,OV27,2
84,1,W16b,2
84,2,W16b,2
84,3,W10a,2
84,4,W16b,2
84,5,W15a,2
84,6,OV27d,2
84,7,W16b,2
84,8,W10a,2
84,9,W16a,2
84,10,W16b,2
84,11,W10a,2
84,12,W10a,2
84,13,W16,2
84,14,W16b,2
84,15,W10a,2
84,16,W10d,2
85,1,W10c,2
85,2,W10c,2
85,3,W10,2
85,4,W16b,2
85,5,W10c,2
85,6,W16b,2
85,7,W10,2
85,8,OV27,2
85,9,W16,2
85,10,W10d,2
85,11,W21,2
85,12,W21,2
85,13,W4,2
85,14,W16b,2
85,15,OV27,2
85,16,W10,2
86,1,W16b,2
86,2,W16,2
86,3,W16,2
86,4,W16b,2
86,5,W16,2
86,6,W16a,2
86,7,W10,2
86,8,W16b,2
86,9,W16b,2
86,10,W16a,2
86,11,W16,2
86,12,W16a,2
86,13,W16,2
86,14,W10d,2
86,15,W16,2
86,16,W16b,2
87,1,W10d,2
87,2,W10d,2
87,3,W10d,2
87,4,W10d,2
87,5,MG7A,2
87,6,W16,2
87,7,W10c,2
87,8,W10d,2
87,9,W10d,2
87,10,W16b,2
87,11,W10d,2
87,12,W10d,2
87,13,W16,2
87,14,W16b,2
87,15,W16a,2
87,16,W10d,2
88,1,W10a,2
88,2,W8d,2
88,3,W10,2
88,4,W10,2
88,5,W16b,2
88,6,W10d,2
88,7,W10,2
88,8,W10,2
88,9,W10b,2
88,10,W15a,2
88,11,W10a,2
88,12,W10,2
88,13,W10d,2
88,14,W10d,2
88,15,W16a,2
88,16,W10,2
89,1,W16b,2
89,2,W16b,2
89,3,W16b,2
89,4,W16b,2
89,5,W16b,2
89,6,W15a,2
89,7,W16b,2
89,8,W15c,2
89,9,W10a,2
89,10,W16b,2
89,11,W16b,2
89,12,W10c,2
89,13,OV27d,2
89,14,W16b,2
89,15,W16b,2
89,16,W16b,2
90,1,W10,2
90,3,W10a,2
90,4,W6,2
90,5,W16b,2
90,6,W10a,2
90,7,W10a,2
90,8,OV27d,2
90,9,W10c,2
90,10,W10c,2
90,11,OV27d,2
90,12,W16b,2
90,13,W16b,2
90,14,W16b,2
90,15,W16b,2
90,16,W10a,2
91,1,W10d,2
91,2,W10d,2
91,3,W8,2
91,4,W6,2
91,5,W6,2
91,6,W10d,2
91,7,W10d,2
91,8,W6,2
91,9,W6,2
91,10,W15a,2
91,11,W10c,2
91,12,W10d,2
91,13,W14,2
91,14,W10d,2
91,16,OV27d,2
92,1,W15a,2
92,2,W10a,2
92,3,OV27d,2
92,4,W10a,2
92,5,W10a,2
92,6,W10a,2
92,7,W16b,2
92,8,OV27d,2
92,9,W16,2
92,10,W16b,2
92,11,W16b,2
92,12,W10,2
92,13,W10a,2
92,14,W10,2
92,15,W10c,2
92,16,W8d,2
93,1,W15a,2
93,2,OV27d,2
93,3,W15a,2
93,4,W16b,2
93,5,W16b,2
93,6,OV27d,2
93,7,W13,2
93,8,OV27d,2
93,9,W8d,2
93,10,OV27d,2
93,11,W6,2
93,12,W13,2
93,13,W13,2
93,14,OV27d,2
93,15,OV27d,2
93,16,W10a,2
94,1,W12,2
94,2,W10c,2
94,3,W10c,2
94,4,W16b,2
94,5,W14,2
94,6,W15a,2
94,7,W15a,2
94,8,W12c,2
94,9,W10c,2
94,10,W10c,2
94,11,W10c,2
94,12,OV27,2
94,13,W10,2
94,14,W15a,2
94,15,W14,2
94,16,W15a,2
95,1,W10d,2
95,2,W10a,2
95,3,W10,2
95,4,W10,2
95,5,W10d,2
95,6,W10a,2
95,7,W10a,2
95,8,W10c,2
95,9,W10,2
95,10,W10d,2
95,11,W10,2
95,12,W16b,2
95,13,W10,2
95,14,W10d,2
95,15,W14,2
95,16,W16b,2
96,1,W21,2
96,2,W15a,2
96,3,W10a,2
96,4,OV27d,2
96,5,W10,2
96,6,OV27d,2
96,7,W10a,2
96,8,W8e,2
96,9,W14,2
96,10,W10a,2
96,11,W8e,2
96,12,W10,2
96,13,W10,2
96,14,W16b,2
96,15,W10c,2
96,16,W16b,2
97,1,W6,2
97,2,W10c,2
97,3,OV27d,2
97,4,W6,2
97,5,W6,2
97,6,W10c,2
97,7,W10d,2
97,8,W10a,2
97,9,W10c,2
97,10,W10a,2
97,11,OV27,2
97,12,W10d,2
97,13,W16b,2
97,14,W10,2
97,15,W21,2
97,16,W16b,2
98,1,W10d,2
98,2,W10,2
98,3,W10c,2
98,4,W10c,2
98,5,W10,2
98,6,W10c,2
98,7,W10c,2
98,8,W10d,2
98,9,W10d,2
98,10,W10,2
98,13,W10c,2
98,14,OV27,2
98,15,OV27,2
98,16,OV21,2
99,1,W10a,2
99,2,W10a,2
99,3,W8d,2
99,4,W10a,2
99,5,W10a,2
99,6,W14,2
99,7,W8d,2
99,8,OV27d,2
99,9,W14,2
99,11,W16b,2
99,12,W15c,2
99,15,W10a,2
99,16,W10a,2
100,1,W15a,2
100,2,W15a,2
100,3,W15a,2
100,4,W15a,2
100,5,W14,2
100,6,W15a,2
100,7,W10a,2
100,8,W10a,2
100,9,W15a,2
100,10,W15a,2
100,11,W15a,2
100,12,W15a,2
100,13,W15a,2
100,14,W16b,2
100,15,W15a,2
100,16,W10a,2
101,1,W16b,2
101,2,W10a,2
101,3,W16b,2
101,4,W16b,2
101,5,W21,2
101,6,W10a,2
101,7,W21,2
101,8,W10c,2
101,9,W21,2
101,10,W21,2
101,11,W16b,2
101,12,W8d,2
101,13,W10d,2
101,14,W10a,2
101,15,W10c,2
101,16,W10c,2
102,1,W16b,2
102,2,W16b,2
102,3,W16b,2
102,4,W16b,2
102,5,W15a,2
102,6,W4,2
102,7,W1,2
102,8,W6,2
102,9,W15a,2
102,10,W15a,2
102,11,W16b,2
102,12,W16b,2
102,13,W10d,2
102,14,W16b,2
102,15,W16b,2
102,16,W10d,2
103,1,W21a,2
103,2,W21,2
103,3,W21,2
103,4,W21,2
103,5,OV24,2
103,6,W13,2
103,7,W21a,2
103,8,MG1a,2
103,9,W21a,2
103,10,W21,2
103,11,W21c,2
103,12,W13,2
103,13,W21a,2
103,14,W21c,2
103,15,W21c,2
103,16,W21c,2
